KO,Bsal_1_15,Bsal_1_29,Bsal_2_15,Bsal_2_29,Bsal_3_15,Bsal_4_15,Bsal_4_29,
K03284,0,0,0,0,0,0,0,
K13821,2,0,0,0,0,0,0,
K00557,0,0,0,0,0,0,0,
K11928,0,0,4,0,0,0,0,
K03719,0,0,0,0,0,0,0,
K12410,0,0,0,0,0,0,0,
K02437,0,0,0,0,0,0,0,
K18893,0,0,0,0,0,0,0,
K00799,0,0,0,0,0,0,0,
K01091,0,0,0,0,0,0,0,
K06179,0,0,0,0,0,0,0,
K08300,1,3,2,0,4,0,2,
K13776,0,0,0,0,4,0,0,
K18900,0,0,0,0,1,0,0,
K02495,0,0,0,0,0,0,0,
K09936,0,0,0,0,0,0,0,
K03327,0,0,0,0,0,0,0,
K02909,0,0,0,0,0,0,0,
K06199,0,0,0,0,0,1,0,
K01069,0,0,0,0,0,0,0,
K01772,0,2,0,0,0,0,0,
K09862,0,0,0,0,0,0,0,
K01776,0,0,0,0,0,0,0,
K09986,0,0,0,0,0,0,0,
K00311,0,7,0,0,2,0,0,
K04085,0,0,0,0,0,0,0,
K03820,1,0,0,0,0,0,0,
K06878,0,0,0,0,0,0,0,
K02455,0,2,0,0,0,0,0,
K02456,0,0,0,0,0,0,0,
K04066,0,0,0,0,4,0,0,
K11747,0,0,2,0,1,0,0,
K04083,0,10,4,0,4,0,0,
K05516,0,0,0,0,0,0,0,
K03284,0,0,0,0,0,0,0,
K00962,0,1,0,0,2,0,0,
K18997,0,0,0,0,0,0,0,
K02956,1,2,8,0,1,0,1,
K03582,0,0,0,0,7,0,0,
K03581,0,0,0,0,0,0,0,
K03583,2,2,0,0,4,0,0,
K23753,1,0,0,0,0,0,0,
K03183,0,4,0,0,2,0,0,
K05837,198,30,25,15,160,34,2,
K14445,857,214,193,205,770,875,106,
K05501,364,101,89,41,296,275,25,
K07025,39,54,81,25,49,31,23,
K00930,142,39,29,26,126,20,22,
K02073,71,104,25,46,97,53,33,
K04065,183,288,44,138,178,72,70,
K03271,266,266,53,129,273,113,64,
K07460,64,50,31,36,97,23,32,
K07056,113,25,37,34,116,59,26,
K03642,1,0,0,0,2,1,0,
K00567,0,0,0,0,0,0,0,
K06958,219,79,48,29,250,64,26,
K03285,79,34,21,23,83,39,10,
K16012,80,52,81,28,89,45,14,
K00759,0,0,0,0,0,0,0,
K16013,293,82,91,57,249,226,39,
K00426,155,35,62,24,166,88,24,
K00425,434,126,213,113,477,606,95,
K00424,0,0,0,0,0,0,0,
K08289,300,359,232,155,268,181,99,
K06041,251,120,47,83,231,86,54,
K03270,155,136,29,58,226,80,40,
K11719,115,93,19,57,87,34,31,
K09774,139,80,12,37,164,35,19,
K06861,150,81,15,39,140,50,37,
K05808,4392,1756,2362,488,4478,2485,545,
K22917,136,2,4,4,103,0,0,
K01728,208,4,10,4,159,0,4,
K05782,203,10,5,7,152,10,2,
K07588,130,10,8,11,67,0,4,
K07795,146,3,0,2,116,1,4,
K01999,318,2,6,0,349,4,3,
K00059,212,5,4,2,191,6,2,
K00798,33,2,1,1,47,0,0,
K07795,110,45,21,15,62,88,7,
K01458,125,41,42,27,104,91,26,
K00324,139,116,50,57,218,94,30,
K00325,115,11,10,2,111,28,10,
K11473,71,42,32,3,71,14,12,
K11472,114,63,34,12,71,27,21,
K00104,216,70,16,34,275,50,51,
K00102,301,403,127,102,255,80,132,
K01626,105,51,13,46,102,32,24,
K03568,293,174,62,217,192,141,149,
K03746,0,0,0,0,0,0,0,
K07315,340,144,85,78,305,67,54,
K21020,145,57,78,21,101,85,37,
K13243,400,106,156,40,362,184,58,
K09461,433,420,164,233,319,225,176,
K00059,124,103,98,40,98,69,72,
K00249,168,118,87,17,121,122,64,
K08295,332,289,100,32,274,190,105,
K01075,53,34,12,5,43,19,7,
K09022,160,83,24,0,177,55,27,
K09474,51,1,0,4,71,0,0,
K03808,57,6,4,2,60,0,0,
K03808,104,5,0,2,95,0,1,
K06192,235,8,0,4,233,2,6,
K09857,86,4,5,3,79,7,0,
K02033,106,97,7,32,101,16,31,
K02034,77,25,0,10,62,8,25,
K02031,154,12,2,14,141,8,12,
K02032,136,33,13,22,100,8,13,
K22293,10,4,2,1,16,0,0,
K07795,16,33,0,29,26,1,18,
K03556,69,22,3,14,47,5,9,
K01265,0,0,0,0,0,0,0,
K01999,197,6,2,12,168,4,2,
K07666,139,207,22,89,184,43,76,
K07645,184,109,27,52,156,29,48,
K04771,99,19,6,44,117,4,10,
K01801,0,0,0,0,0,0,0,
K03527,206,219,121,59,224,192,85,
K03774,68,105,82,95,69,91,51,
K03630,128,8,25,8,98,4,1,
K07130,130,38,39,36,116,30,9,
K00453,128,29,27,17,120,33,22,
K02909,243,441,90,395,146,160,211,
K03327,63,9,3,3,80,6,3,
K01912,22,36,7,4,13,8,20,
K03976,0,0,0,0,0,0,0,
K04763,87,18,10,12,63,10,14,
K03566,226,64,25,37,159,37,23,
K01652,356,217,107,71,295,272,84,
K00252,547,842,150,214,446,736,249,
K21395,63,20,2,9,106,16,10,
K15511,139,32,56,21,188,55,21,
K15512,177,60,35,14,368,103,24,
K15513,637,376,208,155,849,360,141,
K15546,318,405,182,248,252,154,115,
K06894,56,8,12,4,54,8,7,
K06891,126,21,24,27,120,19,19,
K00632,108,37,13,12,93,34,10,
K03704,0,0,0,0,0,0,0,
K09005,0,0,0,0,0,0,0,
K03406,230,123,44,59,292,65,42,
K22042,71,129,53,78,45,37,57,
K03601,817,1464,248,373,813,559,363,
K04564,0,0,0,0,0,0,0,
K03561,133,201,104,111,138,128,73,
K03559,45,22,12,11,51,11,7,
K00912,156,28,4,20,123,14,12,
K00979,100,44,26,73,110,39,22,
K00939,279,420,128,193,292,292,154,
K08683,185,135,49,61,124,165,57,
K03980,198,39,12,21,162,20,9,
K07165,264,154,116,69,234,106,57,
K01630,9,19,4,14,16,5,9,
K02968,0,0,0,0,0,0,0,
K07795,97,44,9,42,131,31,16,
K05799,102,14,6,13,68,9,4,
K07795,185,17,13,3,175,29,3,
K00821,213,143,66,114,222,111,73,
K07644,0,1,0,0,0,0,0,
K00611,0,0,0,0,0,0,0,
K07665,0,0,0,0,0,0,0,
K07799,95,0,4,0,93,4,0,
K18903,156,8,7,6,169,4,1,
K01940,333,412,112,174,333,289,123,
K03549,10,0,1,3,8,1,1,
K07774,149,55,41,42,126,34,19,
K03561,95,24,30,23,112,20,15,
K03559,0,0,0,0,0,0,0,
K03832,104,21,20,4,82,23,0,
K02035,165,12,13,6,131,18,9,
K02031,284,8,42,4,208,97,8,
K02034,91,8,11,0,111,46,0,
K02033,160,7,7,2,86,20,2,
K07795,43,5,3,1,72,2,0,
K07795,116,7,2,3,91,2,0,
K01066,0,0,0,0,0,0,0,
K08137,193,25,32,5,162,39,16,
K03530,38,26,8,8,30,18,16,
K07336,26,40,58,11,54,47,8,
K01740,119,53,36,13,122,85,17,
K12573,172,168,101,89,177,110,55,
K03218,0,0,0,0,0,0,0,
K05812,127,103,109,59,104,86,29,
K02348,103,15,17,2,74,24,7,
K13936,101,12,4,8,115,24,8,
K07112,216,135,27,44,283,34,48,
K22083,190,81,62,43,204,51,19,
K05594,26,27,23,8,37,60,8,
K18911,147,20,28,15,157,31,16,
K18912,235,14,16,14,182,8,9,
K01256,450,240,120,106,431,181,88,
K03841,7,3,3,0,2,2,0,
K01733,59,8,7,0,65,8,1,
K00003,308,241,162,66,244,228,77,
K14261,231,189,109,141,180,190,113,
K09008,107,151,112,120,174,68,66,
K03564,141,67,53,22,154,46,20,
K07175,413,146,97,71,522,208,92,
K16165,25,20,15,36,27,50,26,
K01507,16,10,9,12,23,13,11,
K02498,334,154,116,67,235,245,52,
K02035,0,0,0,0,0,0,0,
K18201,118,86,11,81,116,13,44,
K14058,59,10,2,5,53,1,4,
K12243,169,5,2,10,217,3,0,
K16088,339,17,6,7,298,17,2,
K01692,271,171,192,103,321,259,96,
K14287,264,27,6,29,269,10,15,
K03704,281,1096,773,268,339,183,292,
K03495,607,584,136,280,578,260,122,
K03501,79,75,37,52,77,23,21,
K03496,146,96,62,70,131,105,34,
K22476,165,147,100,71,186,88,47,
K03497,159,116,64,74,133,88,53,
K01424,121,72,21,43,126,50,21,
K02844,91,23,3,10,57,3,2,
K11747,307,19,15,15,239,24,9,
K01692,0,0,0,0,0,0,0,
K00059,10,5,0,5,21,3,1,
K05799,75,84,17,25,81,32,18,
K00382,2,2,3,1,10,1,2,
K24116,0,0,0,0,0,0,0,
K18446,133,83,36,37,105,60,44,
K03110,22,2,5,2,21,2,2,
K08316,172,53,38,39,141,28,27,
K07289,85,22,17,7,84,30,18,
K00954,0,0,0,0,0,0,0,
K05782,0,0,0,0,0,0,0,
K12942,8,1,4,0,5,3,0,
K04066,3,0,0,1,3,2,0,
K01599,293,33,27,42,282,49,26,
K02112,574,708,404,247,525,808,262,
K02114,0,0,0,0,0,0,0,
K02115,537,665,202,146,436,651,158,
K02111,748,1051,552,366,738,1107,362,
K02113,542,541,254,216,369,692,217,
K02109,400,383,150,321,270,487,202,
K02108,912,1425,1392,477,567,934,478,
K02110,0,0,0,0,0,0,0,
K12685,24,7,7,8,24,2,3,
K09019,4,2,2,2,8,2,0,
K06024,242,315,120,245,279,139,111,
K06178,472,403,351,420,426,643,248,
K01473,50,9,6,2,86,4,3,
K01474,201,27,26,7,179,37,12,
K01703,100,15,18,0,71,11,8,
K01996,82,7,11,8,64,14,10,
K01995,55,13,12,2,55,4,4,
K01998,75,3,2,7,95,5,0,
K01997,68,2,4,1,67,3,6,
K01999,106,38,15,8,127,28,8,
K03710,249,56,37,13,367,72,36,
K01999,181,9,6,6,144,24,8,
K01061,226,16,7,7,206,15,0,
K21965,202,4,0,2,162,5,4,
K09749,266,9,17,16,283,16,3,
K06902,164,50,44,43,163,54,46,
K01895,544,233,178,93,472,895,125,
K01620,95,13,15,12,83,45,9,
K00311,99,24,16,22,70,30,12,
K07107,112,110,73,36,104,18,28,
K01028,266,340,118,120,322,247,190,
K01029,63,41,23,15,66,57,17,
K02348,21,6,3,2,10,0,2,
K13051,230,818,199,313,159,474,402,
K13892,420,1505,361,530,345,568,931,
K13889,992,3086,315,368,862,1174,873,
K02033,144,257,34,50,134,84,97,
K13891,166,435,97,65,226,116,117,
K01266,207,76,64,47,164,91,41,
K16203,166,145,93,45,130,109,57,
K01262,143,108,85,44,152,137,62,
K01937,400,390,317,404,441,383,189,
K01689,620,533,358,255,547,746,179,
K05589,0,0,0,0,0,0,0,
K04083,69,2,10,10,33,0,8,
K03269,141,127,62,56,201,44,32,
K25137,564,236,589,318,286,357,103,
K01720,187,70,60,19,159,68,14,
K08973,0,0,0,0,0,0,0,
K01659,431,142,74,49,382,476,56,
K03417,529,266,79,69,459,451,85,
K00024,338,162,57,80,281,192,62,
K03710,248,146,68,136,272,70,65,
K00241,123,213,50,129,150,127,81,
K00242,83,82,36,72,63,55,37,
K00239,868,730,258,484,714,777,331,
K00240,409,359,54,190,333,280,130,
K09159,130,163,27,84,110,102,71,
K01647,573,716,226,270,480,617,203,
K00029,57,31,8,12,72,6,10,
K08983,0,0,0,0,0,0,0,
K00163,523,544,196,208,613,404,203,
K00164,1716,864,596,406,1604,1721,240,
K00658,617,230,205,152,567,607,73,
K00382,503,173,172,142,512,664,89,
K06916,213,27,30,13,223,69,11,
K23514,77,2,0,4,34,2,2,
K07165,137,0,0,4,143,0,0,
K02014,304,12,12,7,221,0,12,
K06959,233,115,118,30,231,104,35,
K01867,0,0,0,0,0,0,0,
K03722,188,34,68,42,156,31,12,
K05807,14,18,2,3,12,1,2,
K06180,156,63,26,68,174,33,40,
K05810,113,34,38,18,102,50,15,
K03821,411,615,380,111,644,252,154,
K01915,253,11,17,7,243,49,3,
K18649,181,9,33,5,131,48,5,
K02012,347,61,40,11,402,119,41,
K02010,152,13,5,4,170,17,17,
K02011,295,27,24,6,260,22,9,
K02030,13,0,1,1,11,1,0,
K02031,0,0,0,0,0,0,0,
K02034,85,8,2,2,97,5,2,
K02033,41,4,2,1,29,0,1,
K02035,123,8,0,1,92,1,3,
K01753,134,30,9,2,146,28,0,
K07478,181,106,108,58,212,90,52,
K01875,267,325,165,109,295,221,109,
K17733,27,0,0,0,17,0,0,
K00799,67,7,1,1,66,6,6,
K06194,60,22,63,17,55,20,6,
K15011,227,175,60,161,264,72,93,
K15012,121,172,44,100,114,56,59,
K02297,228,55,39,38,231,70,31,
K02298,145,71,26,35,64,59,18,
K02299,0,0,0,0,0,0,0,
K02300,0,0,0,0,0,0,0,
K01995,94,7,3,1,64,15,2,
K01997,202,15,7,2,223,9,0,
K01998,125,12,9,4,181,2,2,
K02961,4,14,2,3,9,2,2,
K02878,1,3,0,0,1,1,0,
K02904,0,0,0,0,0,0,0,
K02982,507,650,146,320,376,731,286,
K02890,107,202,45,64,123,228,60,
K02886,287,298,99,230,228,472,150,
K02965,0,0,0,0,0,0,0,
K02926,103,144,36,68,55,199,57,
K02892,0,0,0,0,0,0,0,
K02906,725,1099,220,513,556,1135,394,
K02946,253,663,357,251,220,370,190,
K13821,3,3,0,0,0,3,0,
K06192,142,206,72,120,187,202,163,
K09857,0,0,0,0,0,0,0,
K03808,40,16,16,8,50,9,9,
K03694,321,367,209,160,344,190,141,
K05367,933,1862,615,997,1192,1187,670,
K01114,80,5,6,0,70,0,0,
K00681,220,45,44,34,146,78,15,
K02035,229,92,52,32,296,157,36,
K02033,120,24,17,12,85,21,11,
K02034,116,17,10,5,84,15,1,
K00111,37,12,9,22,19,12,12,
K02444,118,158,41,119,103,55,54,
K07448,145,211,75,137,132,34,80,
K14761,0,0,0,0,0,0,0,
K03719,66,20,4,15,46,4,2,
K00285,377,251,317,111,217,354,168,
K00023,420,227,282,70,794,570,100,
K07230,154,22,20,12,98,63,4,
K07243,143,4,20,3,179,26,7,
K06998,136,188,88,70,129,63,54,
K04065,0,0,0,0,0,0,0,
K03802,159,56,44,32,232,50,24,
K02011,45,0,3,0,43,0,0,
K02012,129,4,3,5,123,1,2,
K03719,100,8,2,2,115,0,6,
K01997,167,146,48,26,153,60,70,
K01998,168,147,66,23,197,110,71,
K01995,61,92,64,15,83,59,33,
K01996,0,0,0,0,0,1,0,
K01779,23,6,3,0,20,1,1,
K00799,197,41,29,39,138,31,30,
K15270,41,49,30,21,33,28,11,
K11208,0,0,0,0,0,0,0,
K01476,9,20,11,17,27,4,3,
K02073,0,0,0,0,0,0,0,
K07098,100,21,2,39,73,3,15,
K03719,0,0,0,0,0,0,0,
K01613,48,10,7,0,39,7,3,
K06158,134,46,26,35,145,28,18,
K01644,86,45,14,45,134,21,20,
K22479,3,0,0,1,3,0,0,
K02032,1,0,0,0,0,0,0,
K02031,234,0,2,3,207,4,1,
K15582,146,4,0,4,163,0,0,
K02033,28,0,0,0,43,0,0,
K15580,144,10,0,8,107,0,8,
K01626,181,8,13,7,187,7,2,
K02403,66,20,1,7,45,7,7,
K08995,19,10,5,9,44,5,5,
K04062,5,4,0,1,2,0,0,
K01935,0,0,0,0,0,1,0,
K00652,45,13,8,2,43,6,2,
K00833,99,16,4,5,76,6,20,
K00023,43,10,7,9,43,4,4,
K13926,213,84,50,43,253,122,32,
K01992,0,0,0,0,0,0,0,
K01993,199,108,114,44,181,142,42,
K18139,164,71,58,50,130,147,42,
K03821,427,187,155,148,291,243,104,
K06182,171,178,156,59,136,75,44,
K01673,286,204,101,70,415,216,90,
K01425,286,342,97,115,570,161,112,
K09983,18,11,6,5,9,8,6,
K23242,80,40,27,24,68,26,14,
K06996,2,0,2,2,4,1,2,
K14060,153,38,27,21,175,37,6,
K09945,404,501,216,457,411,423,224,
K10844,97,17,1,9,81,1,8,
K00681,7,6,0,6,5,1,2,
K07795,144,285,23,177,116,53,161,
K06199,17,3,3,0,22,0,1,
K06199,0,0,0,0,0,0,0,
K23779,62,17,4,15,59,7,8,
K02400,10,1,7,0,3,5,1,
K02401,135,26,101,11,153,118,26,
K03406,166,44,34,25,152,112,26,
K03414,108,17,44,7,90,70,12,
K03412,263,104,263,31,228,283,30,
K03413,0,0,0,0,0,0,0,
K00575,165,37,116,21,123,237,42,
K12685,257,87,51,51,248,57,34,
K07795,0,0,0,0,0,0,0,
K00626,271,58,17,3,191,25,29,
K18555,0,0,0,0,0,0,0,
K03975,3,0,0,0,2,1,0,
K00097,147,84,43,56,164,55,49,
K14347,98,37,8,27,117,13,25,
K07156,56,14,9,3,57,5,1,
K07245,118,6,14,0,86,16,3,
K07302,89,12,12,4,93,14,8,
K07303,226,41,58,20,254,50,16,
K06168,3,0,0,0,3,0,1,
K03074,2,0,0,0,3,1,0,
K03072,237,202,100,76,208,138,52,
K03210,173,141,32,83,121,87,49,
K03569,10,6,5,2,5,14,2,
K02435,105,37,17,36,138,6,16,
K02433,269,188,148,85,261,229,74,
K02434,153,36,25,18,106,71,32,
K00762,20,32,24,31,33,26,12,
K01142,231,83,48,46,252,68,31,
K03790,36,0,6,3,25,3,3,
K05835,30,4,4,4,12,3,0,
K11068,15,7,10,6,23,2,3,
K03719,5,2,0,0,3,0,0,
K01556,156,65,20,185,143,231,73,
K03704,0,0,0,0,0,0,0,
K03442,100,1,5,3,128,7,1,
K03088,0,0,0,0,0,0,0,
K08995,36,5,0,3,59,3,2,
K03719,139,30,28,21,84,15,19,
K05834,111,44,16,59,97,20,8,
K11939,25,6,2,6,21,5,1,
K07799,200,21,5,13,202,5,8,
K07788,577,12,0,17,509,2,15,
K07789,499,24,4,10,488,9,4,
K07795,0,0,0,0,0,0,0,
K05712,384,6,10,10,399,2,3,
K07795,188,36,11,13,152,38,6,
K02523,86,77,144,40,102,35,27,
K18829,0,0,0,0,0,0,0,
K18828,0,0,0,0,0,0,0,
K02888,191,244,83,233,161,293,146,
K02899,128,140,112,94,88,153,63,
K03979,276,165,105,101,228,121,57,
K00931,41,2,3,7,27,9,6,
K03147,96,13,6,19,73,0,7,
K22187,44,9,12,11,36,20,18,
K05799,164,88,106,95,104,139,47,
K21029,0,2,0,2,2,3,4,
K03797,48,61,43,48,33,28,18,
K22719,663,1597,886,1330,611,796,821,
K01834,155,77,121,80,128,62,60,
K03676,91,66,30,27,92,37,20,
K03071,292,201,48,62,295,128,48,
K00057,156,68,25,47,134,37,32,
K07795,124,22,12,25,97,23,12,
K03216,0,0,0,0,0,0,0,
K02242,86,65,23,44,125,29,45,
K02169,76,1,0,1,82,0,1,
K06048,98,39,18,3,136,23,13,
K03498,399,383,177,89,734,221,120,
K03499,301,20,13,19,312,9,10,
K13598,319,433,414,305,364,277,188,
K03500,192,78,36,37,243,72,34,
K14441,371,183,94,101,297,139,58,
K22522,141,29,16,40,120,30,44,
K01091,49,13,2,8,48,4,3,
K00604,7,3,4,3,9,5,3,
K07006,0,0,0,0,0,0,0,
K01462,102,105,61,88,80,53,40,
K04096,192,16,17,13,172,30,7,
K01640,117,14,10,14,73,36,10,
K09969,1,0,0,0,1,0,0,
K05825,256,111,63,71,225,132,43,
K06997,0,0,0,0,0,0,0,
K00167,90,46,48,18,80,59,16,
K00166,197,40,43,31,214,109,37,
K00569,107,55,22,21,91,36,25,
K00878,67,8,8,9,55,6,8,
K00788,51,3,7,10,47,14,2,
K07114,45,10,7,0,48,13,2,
K17989,85,104,97,34,100,17,18,
K09990,122,6,11,4,86,2,7,
K03919,123,11,6,4,96,0,3,
K13409,0,1,1,0,0,0,0,
K20975,0,0,0,0,0,0,0,
K13408,196,0,3,2,148,8,0,
K21395,58,19,18,10,49,14,4,
K21394,0,0,0,0,0,0,0,
K02529,218,222,79,115,189,91,73,
K11444,92,9,11,3,66,13,7,
K03412,128,45,58,31,130,25,27,
K02035,260,3,4,1,235,10,4,
K01754,148,25,12,18,119,19,7,
K02806,142,124,25,57,212,70,38,
K06023,106,146,63,57,151,80,28,
K08301,260,85,79,47,228,75,38,
K12685,190,69,63,76,172,27,44,
K22041,0,0,0,0,0,0,0,
K00059,0,0,0,0,0,0,0,
K11959,261,5,4,2,200,0,3,
K11960,175,1,0,4,127,4,1,
K11961,241,2,0,2,244,2,0,
K11962,127,10,14,6,55,5,4,
K11963,176,27,28,32,133,35,22,
K01455,63,14,19,13,54,40,6,
K01995,46,2,0,2,55,0,0,
K01998,96,8,0,0,94,2,4,
K01997,68,0,4,0,61,3,1,
K01999,138,8,2,6,103,0,0,
K18702,214,2,2,12,190,2,4,
K18028,27,0,0,2,20,1,0,
K07250,79,13,8,4,68,11,2,
K03286,133,2,4,27,150,70,11,
K01724,0,0,0,0,0,0,0,
K00992,63,76,31,28,66,26,34,
K07102,113,49,29,10,100,17,26,
K04744,462,343,255,144,366,201,140,
K03771,210,171,111,87,219,191,71,
K00865,8,0,0,0,7,3,0,
K02528,0,0,0,0,0,0,0,
K00873,105,53,52,43,94,60,28,
K06373,50,2,2,7,40,6,3,
K01462,51,10,4,4,33,8,4,
K03430,117,42,20,15,121,28,10,
K01759,0,0,0,0,0,0,0,
K01879,100,48,16,21,59,26,20,
K00655,0,0,0,0,0,0,0,
K03273,0,0,0,0,0,0,0,
K01878,159,52,24,36,158,60,20,
K19113,146,38,14,44,109,26,18,
K01692,241,98,38,48,195,70,34,
K01676,108,38,11,38,86,37,22,
K07795,12,1,2,2,16,1,2,
K00459,0,0,0,0,0,0,0,
K07795,23,1,2,0,16,2,0,
K07068,80,0,2,0,44,2,0,
K15866,0,0,0,0,0,0,0,
K18291,185,0,19,2,195,15,0,
K18289,117,1,8,2,73,5,2,
K18292,150,28,52,26,116,63,17,
K01483,0,0,0,0,0,0,0,
K01998,70,4,6,1,57,3,1,
K01997,80,0,0,2,88,6,0,
K01999,135,3,4,2,123,1,0,
K01426,256,18,14,8,296,14,13,
K05799,145,12,12,9,113,12,4,
K01759,0,0,0,0,0,0,0,
K08177,32,1,0,1,24,7,0,
K01426,297,20,4,17,322,13,14,
K03566,0,0,0,0,0,0,0,
K18900,60,8,2,1,66,2,4,
K07795,152,20,9,28,99,4,6,
K01640,86,42,11,13,98,24,23,
K07749,85,67,38,21,96,35,34,
K03439,208,37,9,19,160,8,9,
K01259,93,81,29,31,109,40,30,
K03154,59,36,67,9,73,11,9,
K03315,137,11,6,4,119,7,8,
K03106,56,22,12,29,51,21,16,
K04079,77,54,24,62,66,101,26,
K03806,0,0,0,0,0,0,0,
K00799,0,0,0,0,0,0,0,
K00558,221,249,145,123,246,43,89,
K02529,34,4,3,8,40,1,5,
K18981,109,29,7,7,127,4,10,
K10112,116,25,6,6,125,13,11,
K02025,200,9,6,2,168,2,6,
K17737,99,6,2,4,80,1,8,
K01714,127,12,2,7,120,2,1,
K07795,0,0,0,0,0,0,0,
K18013,246,16,8,3,186,8,7,
K01999,166,9,6,9,164,3,6,
K01580,623,101,142,21,977,714,36,
K20265,275,12,7,2,333,138,7,
K18308,187,18,27,7,185,12,4,
K09012,103,26,15,23,72,31,19,
K02035,283,184,59,101,270,129,69,
K03285,19123,27785,14847,12620,17258,48629,12251,
K00330,225,331,78,226,149,196,101,
K00331,196,268,76,171,131,164,94,
K00332,215,240,126,120,97,171,90,
K00333,347,366,81,213,256,333,156,
K00334,130,159,92,86,114,106,56,
K00335,367,375,283,129,322,350,180,
K00336,565,677,311,228,473,622,241,
K00337,372,334,148,82,312,233,105,
K00338,102,116,86,46,90,122,56,
K00339,189,161,41,51,166,134,37,
K00340,68,65,6,17,49,60,27,
K00341,452,486,209,130,433,315,138,
K00342,364,379,199,106,297,242,106,
K00343,264,240,107,74,231,234,84,
K16090,18,0,3,0,11,0,1,
K03723,144,29,31,16,131,42,13,
K01079,0,0,0,0,0,0,0,
K01770,34,14,19,15,52,16,8,
K04756,2,0,0,0,1,0,0,
K07638,1083,1491,573,271,1105,871,320,
K24126,0,0,0,0,0,0,0,
K07659,279,231,162,145,313,188,64,
K14742,220,182,118,95,247,142,105,
K08227,17,0,3,3,10,1,2,
K21929,0,0,0,0,0,0,0,
K03529,566,457,422,229,494,388,140,
K01972,180,51,64,59,174,73,34,
K03769,27,53,12,34,37,18,18,
K05527,14,27,4,15,3,16,6,
K06190,112,132,24,91,147,18,52,
K07305,125,213,33,128,172,55,74,
K16784,83,13,4,19,79,12,9,
K16783,54,22,8,5,57,10,2,
K03523,176,34,7,19,189,30,14,
K01999,566,1582,439,174,520,706,689,
K01997,254,299,78,47,244,129,118,
K01995,176,120,46,16,147,85,28,
K01114,43,9,0,0,42,0,0,
K01996,0,0,0,0,0,0,0,
K04343,208,13,6,13,220,13,2,
K00826,131,33,11,14,119,11,14,
K01998,187,96,31,27,188,65,32,
K01997,118,82,94,11,116,13,24,
K01999,286,237,91,23,295,141,86,
K01996,263,330,176,14,346,235,146,
K10773,107,206,158,36,149,21,52,
K03616,42,7,10,6,37,1,3,
K05973,107,25,13,20,84,5,2,
K12543,179,124,31,45,130,99,35,
K19113,11,3,7,0,29,3,3,
K13444,0,0,0,0,0,0,0,
K02297,221,38,33,15,221,22,18,
K02298,508,21,36,7,541,27,8,
K02299,104,5,7,3,95,9,2,
K02300,65,2,5,0,62,3,1,
K14998,179,6,23,8,134,8,2,
K07178,39,46,20,10,24,6,7,
K05835,0,0,0,0,0,0,0,
K00076,165,26,18,20,112,12,6,
K05794,214,74,37,35,171,72,7,
K03717,189,29,12,11,170,10,10,
K00790,157,67,12,25,110,31,26,
K06996,120,28,24,15,123,13,17,
K06950,0,0,0,0,0,0,0,
K01458,12,9,2,4,19,4,1,
K07795,257,83,2,123,183,2,43,
K03762,22,14,4,7,16,1,8,
K03566,0,0,0,0,0,0,0,
K01474,122,25,9,8,81,2,2,
K01473,212,15,16,5,218,10,5,
K18622,130,4,8,0,141,6,0,
K03650,94,112,109,59,134,48,27,
K02035,568,496,313,130,839,495,273,
K02033,220,52,37,16,303,32,15,
K02034,166,22,4,7,174,23,3,
K02031,152,22,43,4,164,36,14,
K02032,304,9,20,4,299,19,10,
K01451,347,133,111,75,379,139,86,
K03119,200,11,2,1,179,6,8,
K15555,40,7,2,1,31,0,6,
K03781,0,0,1,0,0,0,0,
K15554,0,0,0,0,0,0,0,
K03217,400,80,46,44,422,52,18,
K03536,83,63,13,37,75,17,19,
K02914,301,369,234,109,227,370,122,
K02313,304,292,173,332,296,140,166,
K02338,439,408,197,249,360,372,173,
K02470,360,365,258,233,365,415,185,
K03928,101,2,4,2,107,2,0,
K01999,237,50,51,20,202,45,13,
K15268,174,31,23,25,118,28,20,
K01512,18,1,3,0,8,0,3,
K00101,462,729,254,107,325,482,281,
K13652,169,28,9,17,198,19,4,
K01485,280,10,10,3,172,12,9,
K23536,121,35,4,15,129,32,7,
K23535,26,3,4,2,71,1,6,
K23537,147,31,10,4,127,6,0,
K07335,131,43,29,10,112,24,18,
K03975,202,25,17,23,139,24,10,
K00077,156,103,110,76,171,187,71,
K07118,229,58,61,18,289,82,15,
K02858,144,56,47,47,96,22,26,
K07117,195,113,14,102,185,51,54,
K08994,93,31,13,10,86,12,9,
K03719,0,5,0,0,3,0,0,
K01652,176,73,50,72,172,115,40,
K00046,0,0,0,0,0,0,0,
K02050,67,37,35,13,61,40,23,
K03169,183,77,25,37,207,60,42,
K09748,172,216,70,201,136,117,123,
K02600,593,1161,829,588,544,860,410,
K02519,1015,1589,1025,637,873,1249,479,
K02834,87,160,149,110,103,82,106,
K03177,153,221,85,174,122,80,86,
K06207,544,680,237,545,434,755,312,
K02335,104,64,56,18,92,20,19,
K07347,18,0,0,0,16,0,0,
K15540,23,0,0,1,30,0,3,
K07677,187,32,4,13,149,13,10,
K07345,0,0,0,0,0,0,0,
K07687,0,0,0,0,0,0,0,
K07677,154,12,12,9,175,10,6,
K07347,317,0,4,9,309,0,0,
K16267,10,0,1,1,5,2,1,
K03324,8,3,6,6,10,0,4,
K01061,0,0,0,0,0,0,0,
K01752,208,38,49,31,185,72,30,
