KO,Bsal_1_15,Bsal_1_29,Bsal_2_15,Bsal_2_29,Bsal_3_15,Bsal_4_15,Bsal_4_29,
K09476,264,27,37,30,403,158,11,
K05526,872,72,126,31,771,1038,28,
K01484,179,10,13,22,232,29,9,
K06447,223,32,22,49,399,66,9,
K00673,239,23,8,27,298,50,15,
K00840,216,16,1,18,311,34,16,
K01066,0,0,0,0,1,0,0,
K00425,746,1088,138,493,845,673,227,
K00426,0,0,0,1,2,0,0,
K00508,0,0,0,0,0,0,0,
K00508,154,73,6,67,253,27,32,
K15537,351,25,6,16,493,39,8,
K13075,102,14,14,0,120,19,4,
K00648,276,9,5,13,338,16,2,
K00370,289,5,4,0,318,11,0,
K00374,0,0,0,0,0,0,0,
K00371,0,0,0,0,0,0,0,
K00373,0,0,0,0,0,0,0,
K02575,430,0,0,0,599,1,0,
K07673,150,28,4,6,199,10,2,
K13735,0,0,0,0,0,0,0,
K07684,0,0,0,0,0,0,0,
K13635,223,27,12,35,285,30,9,
K07232,232,14,0,1,295,0,6,
K07229,95,15,2,6,132,4,6,
K07300,44,2,4,4,74,3,0,
K12979,12,0,0,0,25,0,0,
K06217,76,14,0,7,144,9,1,
K16301,1559,1721,336,545,4925,953,267,
K07224,266,6,0,12,345,14,2,
K07243,99,8,1,7,135,5,0,
K11928,449,11,8,32,551,18,5,
K13821,1001,86,196,86,1293,517,37,
K22041,17,2,0,1,16,0,0,
K00459,306,0,2,10,438,4,0,
K07339,18,0,0,1,38,0,1,
K02028,1,1,0,0,0,0,0,
K18843,0,0,0,0,0,0,0,
K10009,118,12,7,8,132,24,4,
K02424,93,14,0,5,143,10,1,
K05396,324,18,13,40,516,149,16,
K02425,59,5,9,10,73,15,3,
K02405,7,0,1,0,18,2,0,
K02406,155,33,20,9,169,104,4,
K02407,499,62,48,33,645,83,20,
K02422,97,11,2,11,148,2,4,
K02423,106,15,2,1,117,1,5,
K02408,58,2,0,0,35,2,0,
K02409,267,0,2,4,341,12,2,
K02410,98,3,4,4,151,3,0,
K02411,48,0,2,4,85,7,0,
K02412,210,2,6,2,326,9,0,
K02413,45,6,0,3,64,6,0,
K02414,223,0,8,10,219,13,2,
K02415,90,6,10,6,101,11,0,
K02416,242,13,0,0,324,2,0,
K02417,67,0,0,0,86,6,0,
K02418,69,0,1,2,105,1,0,
K02419,186,0,5,1,244,4,0,
K02420,55,0,0,0,62,0,0,
K02421,84,0,2,4,148,0,0,
K02397,0,0,0,0,1,0,0,
K02396,166,6,4,13,176,40,4,
K02395,126,8,8,7,151,15,0,
K02394,187,6,2,0,214,14,0,
K02393,150,3,0,0,213,6,0,
K02392,97,0,0,2,139,10,0,
K02391,27,0,0,1,43,0,0,
K02390,144,5,0,2,195,8,2,
K02389,283,0,0,0,387,10,0,
K02388,79,1,2,0,103,14,1,
K02387,67,0,2,1,107,9,0,
K02386,177,2,0,2,225,6,0,
K02398,76,0,8,4,76,8,2,
K02399,0,0,0,0,0,0,0,
K02400,211,1,1,11,263,13,5,
K03566,0,0,0,0,0,0,0,
K03516,0,0,0,0,0,0,0,
K02401,389,0,0,1,498,6,0,
K03414,124,2,7,1,191,2,0,
K03412,160,2,6,1,179,29,2,
K03413,0,0,0,0,0,0,0,
K00575,24,0,4,0,21,4,0,
K05877,192,6,10,4,215,40,0,
K05874,258,13,17,12,417,66,4,
K03407,370,44,21,24,450,86,3,
K03408,0,0,0,0,0,0,0,
K02557,243,22,18,30,382,117,8,
K02556,264,17,11,24,311,28,12,
K02402,166,7,2,5,220,12,2,
K02403,123,74,4,48,149,7,16,
K05839,43,48,16,11,92,13,6,
K14064,158,120,37,37,225,111,29,
K23256,160,19,11,13,295,44,5,
K07470,0,0,0,0,0,0,0,
K00453,134,23,11,17,305,58,7,
K01531,287,21,3,13,312,4,3,
K07507,249,0,4,4,330,0,0,
K03566,386,3,4,3,508,0,0,
K22479,0,0,0,0,0,0,0,
K07781,230,95,41,51,332,66,15,
K10716,515,2553,143,581,919,346,409,
K03704,0,0,0,0,0,0,0,
K00344,131,13,25,13,185,25,1,
K04750,193,250,48,145,357,144,65,
K02618,117,32,6,24,172,19,8,
K02609,228,94,10,374,382,26,14,
K02610,77,11,2,72,137,8,2,
K02611,113,35,0,133,129,16,2,
K02612,59,17,1,38,99,2,0,
K02613,175,131,21,215,240,53,33,
K01692,112,71,10,105,184,56,17,
K15866,222,143,27,189,352,160,35,
K00074,500,191,67,251,803,298,79,
K02614,87,31,8,49,103,45,9,
K02615,375,175,64,197,512,194,46,
K01912,422,178,50,241,600,251,60,
K02616,52,3,4,28,64,17,4,
K02617,0,0,0,0,0,0,0,
K01432,226,18,7,10,255,12,4,
K09022,0,0,0,0,0,0,0,
K00799,131,70,1,18,161,23,15,
K07006,33,15,1,1,31,2,2,
K09794,0,0,0,0,0,0,0,
K01840,338,33,0,18,440,19,13,
K20885,249,6,0,0,284,2,3,
K09933,278,226,51,87,415,112,54,
K21613,158,0,4,4,262,2,0,
K24116,250,4,0,1,323,2,2,
K02030,194,5,0,2,194,0,0,
K02029,214,6,1,0,266,0,1,
K02028,147,0,2,1,201,0,1,
K02030,222,2,2,1,382,4,2,
K13633,369,14,15,0,440,32,1,
K00134,0,0,0,0,0,0,0,
K12973,0,0,0,0,0,0,0,
K01241,0,0,0,0,0,0,0,
K19338,0,0,0,0,0,0,0,
K02032,173,3,0,2,274,2,0,
K02034,167,4,0,3,212,0,0,
K02033,22,0,0,0,23,0,0,
K02035,194,0,0,0,234,2,0,
K03919,0,0,0,0,0,0,0,
K05786,92,7,1,1,87,4,0,
K02362,0,0,0,0,0,0,0,
K01085,118,5,2,3,142,1,1,
K09477,847,161,143,75,1098,587,32,
K05966,244,2,0,0,370,0,0,
K01643,130,0,2,0,159,2,0,
K05964,0,0,0,0,0,0,0,
K01644,135,0,0,0,182,2,0,
K01910,127,0,0,0,136,0,0,
K01646,0,0,0,0,0,0,0,
K02057,0,0,0,0,0,0,0,
K07702,0,0,0,0,0,0,0,
K02058,367,12,1,2,533,12,4,
K20264,166,7,6,6,191,7,4,
K20263,393,6,7,6,538,6,0,
K07783,326,71,32,42,660,44,25,
K02012,361,64,40,25,792,94,29,
K02011,320,46,17,16,518,20,8,
K02010,49,3,1,4,91,1,2,
K08368,106,2,2,6,130,0,0,
K00313,415,2,0,9,508,1,0,
K03855,0,0,0,0,0,0,0,
K03522,278,0,2,4,407,6,6,
K03521,241,0,2,0,408,3,2,
K05245,467,0,0,2,598,0,0,
K08297,255,11,10,4,305,24,0,
K08298,219,22,10,2,332,11,5,
K02182,255,6,0,0,306,19,4,
K08299,105,8,5,0,105,53,4,
K08279,2,0,0,0,6,2,0,
K01066,265,91,14,27,329,56,13,
K08277,0,0,0,0,0,0,0,
K23492,191,6,0,66,290,48,10,
K07552,22,1,1,0,26,8,0,
K23470,0,0,0,0,0,0,0,
K05275,213,11,8,15,245,30,5,
K08159,133,18,6,9,174,2,3,
K01996,192,17,2,2,299,7,0,
K01995,37,0,0,0,39,2,0,
K01998,258,1,3,12,289,15,6,
K01997,350,2,3,3,606,7,0,
K01999,256,8,10,15,429,25,9,
K07665,215,22,7,17,347,14,2,
K07644,302,17,4,15,404,29,2,
K01607,107,11,0,8,128,3,3,
K01607,174,5,0,0,309,7,0,
K06221,111,7,1,5,107,11,0,
K03482,107,8,0,4,167,3,2,
K02750,379,8,6,4,559,2,0,
K01232,106,3,1,6,139,10,0,
K12340,42,2,1,1,66,2,1,
K15547,223,21,13,4,324,43,1,
K15549,178,7,4,8,276,16,4,
K01580,612,150,80,58,1671,323,22,
K20265,258,26,11,17,505,56,1,
K18900,28,3,0,1,32,0,1,
K23275,22,0,0,1,39,2,0,
K07396,0,0,0,0,0,0,0,
K19813,485,12,4,13,724,4,12,
K23274,214,0,0,0,315,0,2,
K01816,182,2,1,3,264,18,0,
K02003,0,0,0,0,0,0,0,
K02004,91,4,5,0,129,4,1,
K02004,374,3,7,0,675,3,1,
K07243,293,52,12,39,438,31,16,
K07230,0,0,0,0,0,0,0,
K01753,157,24,4,27,199,18,6,
K13629,221,4,13,8,240,33,1,
K13636,53,7,4,1,75,3,1,
K18480,0,0,0,0,0,0,0,
K02067,99,22,21,20,205,43,5,
K02065,86,21,14,15,161,35,3,
K02066,142,19,17,29,284,41,4,
K09802,0,0,0,0,0,0,0,
K07182,0,0,0,0,0,0,0,
K05786,703,76,103,64,661,168,23,
K03567,0,0,0,0,0,0,0,
K07093,1773,275,303,210,1957,641,79,
K02019,1220,28,47,30,1254,62,21,
K02242,1143,60,173,30,1261,274,22,
K01012,5099,3596,3546,1977,6431,5073,1013,
K00652,2141,686,1381,736,2679,1861,331,
K02170,920,501,588,416,1262,854,290,
K02169,1143,371,570,314,1381,878,257,
K01935,1159,526,523,295,1554,835,189,
K20035,22634,19082,14758,7263,26567,36374,4209,
K20035,3069,347,798,209,4063,1329,108,
K20035,3909,1440,1928,844,4836,3773,354,
K11921,584,81,43,43,712,107,29,
K06139,1446,114,449,122,1636,504,63,
K06137,337,29,65,16,374,95,9,
K06138,0,0,0,0,0,0,0,
K06136,0,0,0,0,0,0,0,
K06135,0,0,0,0,0,0,0,
K01506,7,4,0,2,11,3,0,
K00468,2247,471,791,294,2502,1791,223,
K21023,1301,72,64,54,1289,83,21,
K05358,0,0,0,0,0,0,0,
K03086,2153,66,91,25,2976,118,27,
K02316,15853,18904,17748,7249,17876,24863,5218,
K02970,1969,2088,1182,1296,1716,1694,493,
K25706,718,128,717,131,659,721,60,
K08591,98,15,50,10,84,49,2,
K00974,677,145,331,91,856,348,45,
K01633,0,0,0,0,0,0,0,
K00950,0,0,0,0,0,0,0,
K06415,2246,416,513,276,3021,729,161,
K09786,1811,616,250,157,2840,644,200,
K07180,4182,3000,1199,752,7296,2337,1117,
K01525,2121,3561,1101,1120,3396,1762,1470,
K02439,0,0,0,0,0,0,0,
K06195,87,13,41,5,80,46,3,
K02528,471,168,331,89,658,338,50,
K00097,138,14,35,6,153,61,2,
K04744,3296,871,2270,429,3249,2892,223,
K03771,0,0,0,0,0,0,0,
K07102,2276,1166,2045,646,2408,1979,328,
K00992,614,115,313,123,723,408,60,
K05801,0,0,0,0,0,0,0,
K02519,17,3,4,4,17,8,0,
K02600,565,192,104,100,836,380,58,
K09748,183,70,27,21,294,80,13,
K03431,260,69,74,47,525,169,27,
K03075,0,0,0,0,0,0,0,
K03798,253,61,14,18,369,149,16,
K00796,0,0,0,0,0,0,0,
K02427,712,471,166,243,886,918,184,
K03624,76,29,7,13,132,51,9,
K07574,0,0,0,0,0,0,0,
K07259,454,93,42,82,654,209,36,
K07771,144,20,22,13,160,57,7,
K03979,49,2,1,1,88,3,2,
K07643,0,0,0,0,0,0,0,
K02899,25,8,1,6,42,8,1,
K02888,284,85,96,85,558,451,18,
K02523,171,50,21,31,223,96,14,
K07724,0,0,0,0,0,0,0,
K03402,111,26,24,23,212,36,11,
K02558,88,8,1,1,113,2,2,
K03406,103,7,5,4,116,36,5,
K09800,570,53,45,44,887,230,28,
K03841,0,0,0,0,0,0,0,
K01507,0,0,0,0,0,0,0,
K07278,363,8,25,18,531,45,3,
K07304,182,16,10,20,317,49,6,
K03699,259,29,14,5,391,16,6,
K01082,89,60,13,19,218,42,14,
K07109,0,0,0,0,0,0,0,
K01119,650,36,34,6,905,79,6,
K07322,12,0,0,0,20,1,0,
K03773,15,4,3,2,20,1,1,
K07269,135,83,18,32,208,94,19,
K02939,122,41,24,14,134,94,8,
K02963,212,74,30,40,239,286,19,
K02990,158,15,11,25,215,197,20,
K15125,448,46,34,19,615,169,8,
K09456,760,2,6,3,1016,0,2,
K12573,504,150,62,125,903,227,51,
K03218,0,0,0,0,0,0,0,
K01939,371,107,93,34,524,159,37,
K13771,0,0,0,0,0,0,0,
K04087,336,190,140,130,471,460,80,
K09937,0,0,0,0,0,0,0,
K04088,360,123,66,99,603,454,30,
K03665,459,162,98,126,836,305,31,
K00791,3,2,1,0,2,1,0,
K03572,579,430,113,203,1091,344,80,
K03666,0,0,0,0,0,0,0,
K01448,441,37,39,35,462,73,8,
K23997,346,47,52,50,480,75,19,
K06925,0,0,0,0,0,0,0,
K18979,255,29,7,25,389,16,5,
K16568,376,2,4,2,615,4,0,
K12205,109,2,2,0,129,9,2,
K12204,205,1,3,0,371,3,2,
K12203,504,1,0,0,714,1,4,
K12222,89,1,0,0,151,0,0,
K12227,200,4,3,0,259,4,0,
K12214,297,4,0,0,393,0,0,
K12213,419,2,0,0,779,2,0,
K12209,414,2,2,2,830,0,2,
K12211,378,6,4,0,561,0,0,
K12212,393,0,0,2,584,1,0,
K12206,1419,20,10,10,2379,32,5,
K18923,106,107,11,10,187,38,14,
K06218,47,30,3,13,40,9,7,
K12218,527,2,4,0,838,10,4,
K12228,312,2,2,0,622,2,0,
K12217,566,0,1,8,1008,3,2,
K16862,0,0,0,0,0,0,0,
K03496,492,498,19,341,866,105,102,
K07497,521,4,0,1,638,0,1,
K07483,173,0,0,4,308,6,0,
K06917,0,0,0,0,0,0,0,
K01008,1099,301,417,218,1277,708,102,
K10217,1213,14,41,5,1285,22,16,
K02554,446,10,16,8,564,38,4,
K04073,539,21,17,2,566,24,6,
K01666,821,14,32,6,896,26,12,
K01617,552,5,35,9,616,34,5,
K15067,365,14,16,9,401,18,5,
K00452,453,6,10,2,422,5,1,
K03392,1135,20,46,6,1328,69,8,
K08195,640,8,6,9,798,12,7,
K18093,275,5,6,1,228,15,2,
K01556,1554,51,57,31,1567,93,21,
K05517,1164,42,16,28,1434,29,20,
K00104,1154,168,154,182,1239,163,99,
K11472,723,64,50,76,851,108,25,
K11473,363,50,134,45,489,167,64,
K09936,0,0,0,0,0,0,0,
K09936,412,13,53,30,489,83,9,
K03322,391,13,37,24,344,33,19,
K01495,592,619,196,743,766,256,404,
K06999,18,1,10,5,15,15,1,
K06987,717,60,131,53,709,234,29,
K10022,884,166,133,121,880,365,43,
K02228,1533,337,467,121,1566,738,95,
K01915,1093,132,368,110,1141,430,83,
K14052,2063,226,598,101,2128,684,108,
K00673,947,58,101,26,1051,164,29,
K02014,2338,72,74,25,2662,130,31,
K18968,52,2,5,4,67,8,9,
K11904,1423,46,56,12,1251,69,8,
K01915,991,62,122,43,1239,296,16,
K04093,0,0,0,0,0,0,0,
K03151,2822,807,2106,620,2788,2499,244,
K06207,6769,1532,4948,974,6635,8241,394,
K06940,116,2,6,4,159,9,1,
K00688,3915,1334,695,1058,4605,1669,424,
K03406,138,7,11,6,124,9,2,
K03841,0,0,0,0,0,0,0,
K05603,416,83,105,74,445,127,38,
K03098,0,0,0,0,0,0,0,
K03406,985,1656,535,546,882,623,445,
K05836,0,0,0,0,0,0,0,
K09975,0,0,0,0,0,0,0,
K01712,6626,12132,4410,3398,10065,8630,4832,
K03457,3349,2057,1537,749,4910,3782,1041,
K02002,2013,953,1313,491,2957,1928,826,
K02001,1086,325,454,142,1582,889,175,
K02000,1424,457,615,221,1635,765,273,
K01745,2611,749,1088,287,3221,1343,267,
K01745,3191,1159,1956,486,3925,2934,526,
K16234,3314,295,423,206,4184,589,158,
K01468,1502,504,1524,343,1847,1255,237,
K01458,1552,344,580,157,1793,761,146,
K01259,2319,1102,1439,597,2699,1834,304,
K07560,1154,326,460,145,1394,610,112,
K03670,4554,2761,2166,1277,4733,3309,542,
K03669,4187,896,1590,568,4417,2447,337,
K02030,2288,654,939,241,2252,1362,130,
K03406,183,38,70,33,232,106,15,
K02029,0,0,0,0,0,0,0,
K02028,0,0,0,0,0,0,0,
K09761,1159,319,408,337,1267,657,112,
K03118,1096,195,559,110,1132,731,62,
K03117,650,87,89,65,708,169,31,
K03688,1187,827,1160,373,1494,1177,249,
K03116,0,0,0,0,0,0,0,
K01523,0,0,0,0,0,0,0,
K01496,0,0,0,0,0,0,0,
K03690,565,72,142,36,650,231,16,
K03183,1041,303,477,166,1098,555,85,
K03821,1404,35,86,24,1644,138,8,
K22250,165,36,105,10,214,113,14,
K03821,1492,381,541,160,1786,759,123,
K03667,1964,751,776,419,2491,1378,239,
K01419,2907,3110,958,2169,3932,4094,1109,
K11066,0,0,0,0,0,0,0,
K13075,239,15,9,4,345,18,4,
K01620,135,19,6,7,248,45,4,
K00156,202,16,12,24,257,40,4,
K11933,98,8,4,7,152,15,4,
K05601,394,1,8,1,450,35,3,
K07459,355,73,25,39,425,60,15,
K09824,0,0,0,0,0,0,0,
K13888,271,10,19,26,374,69,5,
K05685,508,9,19,18,742,121,9,
K03704,861,1167,241,228,1919,671,234,
K06891,178,188,124,88,297,115,24,
K03694,2700,2314,723,1376,4300,2964,559,
K16012,103,3,2,3,156,8,0,
K00684,0,0,0,0,0,0,0,
K02518,0,0,0,0,0,0,0,
K16013,361,19,22,22,563,67,4,
K00384,270,22,14,8,371,21,3,
K03719,405,259,120,119,710,421,60,
K03466,975,205,99,143,1478,364,63,
K03634,212,8,16,13,298,27,11,
K07478,269,41,27,16,327,61,18,
K01875,1410,910,524,356,1905,2334,234,
K07306,874,50,84,32,1347,350,16,
K07306,1373,130,290,32,1828,2470,28,
K07307,279,36,75,1,432,592,11,
K07308,494,48,122,21,684,997,9,
K23349,271,14,57,5,364,532,6,
K00656,207,43,15,19,377,114,7,
K08219,0,0,0,0,0,0,0,
K04069,0,0,0,0,0,0,0,
K06212,325,70,32,19,343,346,15,
K09136,563,90,42,33,768,254,13,
K01424,784,106,60,48,983,397,23,
K00831,714,409,244,216,1084,695,108,
K00800,315,5,6,12,402,13,4,
K00945,514,233,132,137,784,573,82,
K02945,4849,2261,904,814,7128,7021,503,
K05788,1299,804,214,257,2012,1525,160,
K11085,345,21,16,12,517,63,10,
K11085,362,57,22,18,485,86,10,
K00912,0,0,0,0,0,0,0,
K00799,228,11,15,8,237,30,3,
K00820,1713,281,301,173,1866,432,78,
K04042,1977,478,313,913,1916,481,207,
K02112,5551,1750,4936,551,5833,7435,419,
K02114,0,0,0,0,0,0,0,
K02115,2792,791,1888,240,3069,4166,157,
K02111,11400,3057,13395,1178,11069,16752,794,
K02113,7007,1932,6330,877,6918,11368,474,
K02109,4911,1616,6059,854,4986,8963,503,
K02108,8562,2163,10081,996,7385,12335,652,
K02110,0,0,0,0,0,0,0,
K03497,1439,510,2688,227,1493,1638,147,
K03496,764,230,605,123,781,890,78,
K03495,1421,206,341,163,1777,573,84,
K03501,0,0,0,0,0,0,0,
K16234,1566,188,223,87,2355,262,73,
K03650,719,105,115,25,963,42,18,
K13652,0,0,0,0,0,0,0,
K03217,1883,278,595,212,2138,811,138,
K03536,2721,580,1534,323,2648,1820,137,
K02313,4187,2280,3370,1527,4092,4524,593,
K02338,3633,902,2164,469,4397,3951,263,
K03629,1738,224,732,189,2144,771,88,
K02470,6627,1219,3185,701,7217,6156,406,
K07165,2249,146,268,82,2790,274,52,
K00655,0,0,0,0,0,0,0,
K01879,1115,215,572,117,1127,756,85,
K03273,0,0,0,0,0,0,0,
K01878,1928,348,758,268,2197,1261,96,
K01246,819,234,325,164,856,471,119,
K02517,452,82,84,89,414,150,44,
K03499,510,60,316,70,505,413,35,
K03500,2217,183,540,164,2648,796,61,
K00604,1118,110,359,99,1281,555,55,
K01462,1245,231,408,184,1111,660,69,
K04096,820,91,189,102,919,305,57,
K00344,222,40,53,22,245,131,18,
K07566,0,0,0,0,0,0,0,
K00228,534,48,116,60,696,258,16,
K03321,83,4,19,7,88,10,4,
K00014,0,0,0,0,0,0,0,
K02002,368,19,50,9,402,78,11,
K01133,1639,50,55,24,1770,87,19,
K03566,724,363,114,152,803,143,64,
K15977,0,0,0,0,0,0,0,
K03179,673,27,59,13,754,90,22,
K08319,851,206,164,125,938,317,113,
K21948,686,126,133,99,788,214,87,
K22130,805,101,321,49,971,227,80,
K03299,1458,50,71,19,1814,77,37,
K22131,562,69,170,70,706,244,68,
K00641,256,21,31,10,275,29,11,
K02030,458,53,59,23,546,100,19,
K00209,3149,1217,2168,795,3429,3078,261,
K12945,943,101,354,66,958,506,44,
K21023,1278,195,277,124,1426,376,154,
K02482,207,26,34,19,242,33,15,
K00428,33,1,1,0,36,2,1,
K21023,828,79,82,19,1009,114,23,
K01714,114,59,57,46,134,95,25,
K01166,0,0,0,0,0,0,0,
K21023,2113,630,1380,366,2434,1161,645,
K11527,3026,344,497,202,3416,654,158,
K03776,1896,468,676,145,1841,864,122,
K03415,2315,84,153,72,2718,218,48,
K16088,621,274,106,71,793,143,83,
K07506,0,0,0,0,0,0,0,
K11249,0,0,0,0,0,0,0,
K07165,1007,11,19,23,1021,47,12,
K23514,366,37,36,45,352,49,14,
K07234,996,28,84,23,1240,127,37,
K00208,2,0,1,0,1,0,0,
K13896,1014,186,315,126,1219,747,52,
K13895,1185,163,479,89,1477,660,53,
K13894,69,13,19,7,95,38,1,
K13893,1281,88,152,57,1588,252,51,
K03307,1365,63,120,50,1481,170,28,
K21959,1110,1577,1368,1458,1264,1927,762,
K15125,11535,9790,8917,6649,13040,7940,3804,
K00243,0,0,0,0,0,0,0,
K13652,0,0,0,0,0,0,0,
K07483,0,0,0,0,0,0,0,
K07326,2061,92,171,24,2474,243,40,
K05590,2148,225,238,104,2283,566,60,
K16053,1043,207,81,268,1087,224,81,
K01118,727,34,45,29,880,53,11,
K01055,1003,127,196,82,1312,405,39,
K03767,1424,397,355,229,1526,915,107,
K18893,1935,125,180,67,2350,309,49,
K09919,120,6,14,4,132,13,4,
K06188,0,0,0,0,0,0,0,
K03578,2303,296,476,159,2569,1061,89,
K03088,0,0,0,0,0,0,0,
K16872,0,0,0,0,0,0,0,
K00906,2255,275,501,181,2301,834,111,
K12979,1189,331,286,232,1274,290,82,
K01738,2283,497,1396,319,2558,2045,137,
K09989,475,123,153,82,570,339,25,
K23124,122,5,25,12,113,28,15,
K07160,161,12,74,15,162,88,9,
K04063,254,55,24,38,588,113,14,
K12975,406,80,22,32,596,44,20,
K07345,127,2,2,0,163,0,0,
K12518,609,2,0,4,874,0,0,
K12519,135,0,0,2,213,2,1,
K12368,903,312,189,222,1715,845,91,
K12369,488,39,25,53,764,111,17,
K12370,242,3,12,24,426,61,3,
K12371,90,12,17,8,141,28,6,
K12372,0,0,0,0,0,0,0,
K00694,819,54,37,21,1199,84,7,
K20541,580,42,59,28,1005,187,13,
K20542,299,30,31,14,419,119,5,
K20543,789,57,66,38,1218,242,16,
K21023,479,59,53,48,629,91,2,
K11103,792,259,176,233,1446,324,80,
K03656,163,20,6,16,226,33,0,
K01524,14,6,4,4,15,8,1,
K03732,288,49,47,60,452,59,20,
K03671,540,456,82,143,818,611,93,
K03628,281,286,21,167,511,105,48,
K02851,380,166,80,56,543,142,36,
K05790,190,43,39,33,276,55,12,
K01791,235,15,25,19,323,72,10,
K02472,325,40,52,46,339,94,17,
K01710,292,32,51,40,423,129,10,
K00973,232,34,15,23,327,101,12,
K16704,89,9,7,13,127,32,2,
K02805,224,7,16,8,185,45,7,
K16693,264,6,2,16,320,27,5,
K12582,198,4,8,12,306,32,7,
K02853,372,10,12,16,606,34,5,
K02852,296,26,12,9,491,17,11,
K03293,558,7,2,5,685,16,0,
K01448,137,8,12,9,221,17,5,
K03581,69,3,1,1,91,4,1,
K03582,316,26,15,25,512,64,16,
K14682,0,0,0,0,0,0,0,
K01407,593,61,52,56,912,129,16,
K03583,800,213,120,67,1202,245,36,
K02680,62,0,0,2,72,6,1,
K02679,47,2,4,1,86,4,1,
K00560,50,3,4,5,52,4,1,
K08484,336,48,24,39,550,85,16,
K13292,0,0,0,0,0,0,0,
K08311,202,51,48,51,267,121,20,
K03573,151,18,10,8,288,13,0,
K08227,0,0,0,0,0,0,0,
K05939,375,23,25,23,478,118,1,
K02529,172,36,4,5,211,14,13,
K01586,38,2,1,3,64,2,0,
K03487,2,0,0,0,0,0,0,
K07396,115,11,2,2,141,4,9,
K02471,409,148,8,4,490,55,173,
K02747,115,56,1,6,226,106,200,
K02744,0,0,0,0,0,0,0,
K02746,148,62,7,11,263,189,171,
K16371,162,85,5,4,183,77,97,
K02745,0,0,0,0,0,0,0,
K02081,279,202,14,13,322,190,267,
K06159,164,13,5,7,263,14,2,
K03449,0,0,0,0,0,0,0,
K07357,40,5,0,1,49,0,1,
K07347,548,10,8,2,733,2,0,
K07349,0,0,0,0,0,0,0,
K07346,214,2,0,8,274,2,6,
K07345,214,4,8,3,310,8,0,
K07357,277,7,1,0,282,0,2,
K05685,223,3,0,0,327,2,0,
K13888,57,0,0,1,80,5,0,
K03673,149,8,0,0,229,0,0,
K09475,569,2,0,0,726,1,1,
K15268,232,34,20,13,340,11,5,
K14060,304,21,8,7,383,12,8,
K03630,42,0,0,0,93,0,0,
K04567,400,51,78,12,578,82,14,
K02836,129,4,9,13,151,69,4,
K07462,289,30,57,30,330,116,12,
K03981,146,6,9,7,201,20,10,
K04763,183,33,42,16,294,79,15,
K06143,277,29,32,27,470,87,15,
K03840,0,0,0,0,0,0,0,
K07641,388,4,0,7,612,2,6,
K07663,191,0,2,5,230,30,2,
K19168,121,27,16,20,223,34,8,
K09159,173,61,36,11,298,109,8,
K06980,116,10,4,18,156,38,2,
K11068,207,10,6,12,306,7,0,
K00281,508,25,23,70,655,120,10,
K07023,0,0,0,0,0,0,0,
K00059,0,0,0,0,0,0,0,
K00605,364,99,71,24,464,322,16,
K02437,0,0,0,0,0,0,0,
K18800,442,102,70,33,587,233,23,
K03185,234,38,24,27,302,67,4,
K01262,276,60,31,50,447,120,15,
K09895,193,30,27,35,294,82,10,
K09888,11,4,1,0,14,5,0,
K00058,674,459,1126,133,841,1037,124,
K01934,0,0,0,0,0,0,0,
K01807,309,132,95,172,546,140,40,
K05596,34,7,4,2,79,10,2,
K09807,6,5,2,2,13,11,1,
K06895,148,47,32,28,215,108,18,
K03885,105,0,0,0,132,1,0,
K03442,20,2,1,2,26,6,0,
K01624,92,7,6,3,116,11,1,
K00927,742,324,73,122,1145,472,63,
K03472,804,418,189,149,1337,560,67,
K12518,408,7,2,0,631,7,0,
K12519,0,0,0,0,0,0,0,
K02011,250,8,17,20,338,26,12,
K02012,93,4,12,4,172,7,3,
K00615,478,54,51,58,840,82,16,
K07387,0,0,0,0,0,0,0,
K06989,239,23,6,151,257,126,36,
K00529,356,149,52,178,414,137,63,
K06182,88,50,41,117,117,15,23,
K05710,0,0,0,0,0,0,0,
K13409,178,31,6,12,203,41,12,
K01480,0,0,0,0,0,0,0,
K13408,321,5,7,2,455,21,2,
K07304,50,0,0,3,69,4,2,
K07305,0,0,0,0,0,0,0,
K00789,278,135,41,84,401,190,33,
K23228,172,44,196,19,216,170,14,
K01821,0,0,0,0,0,0,0,
K18919,0,0,0,0,0,0,0,
K18919,0,0,0,0,0,0,0,
K23227,98,3,2,0,145,0,0,
K02014,108,2,0,2,142,2,2,
K10829,0,0,0,0,0,0,0,
K05365,675,50,8,21,1004,21,24,
K03579,603,63,70,40,931,129,20,
K01975,118,8,4,8,147,7,0,
K06206,306,70,33,53,405,64,13,
K06204,1377,293,410,159,1850,1353,57,
K01894,250,26,12,19,316,47,4,
K00970,73,6,10,1,86,17,2,
K07645,0,0,0,0,0,0,0,
K00950,2,0,0,0,7,0,0,
K07666,265,13,16,14,356,42,4,
K00606,165,24,26,35,270,43,5,
K01918,10,2,1,1,16,2,0,
K01579,0,0,0,0,0,0,0,
K01990,300,23,7,41,446,42,7,
K14588,267,105,18,123,294,40,43,
K01673,0,0,0,0,0,0,0,
K00760,0,0,0,0,0,0,0,
K00797,180,12,17,8,232,18,11,
K22024,73,4,4,2,134,5,0,
K22129,288,19,3,25,451,28,8,
K02526,159,5,5,5,199,10,4,
K09910,146,12,3,13,232,45,8,
K13935,2,0,0,0,4,0,0,
K13928,1,0,0,0,2,0,0,
K13934,88,3,4,5,98,27,2,
K13936,92,12,6,7,134,27,2,
