KO,Bd_1_20,Bd_1_29,Bd_2_20,Bd_2_29,Bd_4_20,Bd_4_29,Bd_5_20,Bd_5_29
K02038,34,19,271,50,1639,30,2500,245
K02498,1,2,242,12,465,28,506,276
K02496,4,14,230,18,234,37,282,420
K01719,2,8,76,10,106,35,128,227
K01749,2,3,30,9,109,19,176,148
K05851,8,28,213,74,591,107,890,554
K06202,0,0,0,0,7,0,4,2
K01778,3,1,35,21,107,12,92,58
K09921,2,0,15,2,89,7,133,31
K03733,3,0,19,10,138,8,188,35
K20862,0,0,2,2,101,7,108,23
K03657,3,6,88,34,265,39,357,275
K03284,2,1,27,17,208,11,252,42
K07120,0,1,1,0,44,0,42,4
K05786,0,0,0,0,0,0,0,0
K01058,6,4,12,9,257,6,266,59
K03654,0,7,67,14,338,41,471,207
K05835,0,0,0,0,0,0,0,0
K05834,0,0,1,1,1,1,6,1
K01048,0,1,18,16,255,19,367,96
K21064,0,8,30,10,225,18,225,101
K23359,0,2,8,0,123,1,165,15
K02381,0,2,0,0,241,0,256,2
K00926,0,0,0,0,117,0,212,4
K10974,0,0,4,0,221,7,283,39
K01126,0,2,22,2,66,3,115,35
K02445,10,2,81,3,290,5,368,62
K00111,2,0,15,9,306,6,420,19
K00112,4,0,20,0,196,5,275,22
K00113,4,2,13,2,79,4,115,17
K09125,0,10,85,4,202,19,191,260
K04085,0,0,0,0,0,0,0,0
K01534,0,13,15,14,325,15,314,233
K08316,0,0,2,1,56,2,93,23
K08993,0,0,0,0,0,0,0,0
K03110,4,2,40,26,428,13,425,123
K09812,2,2,34,6,119,26,138,151
K09811,1,0,17,2,26,9,49,28
K03089,0,0,0,0,0,0,0,0
K01999,4,19,386,71,337,126,448,700
K01997,2,0,36,24,170,35,197,240
K01998,2,12,54,21,261,47,287,166
K01995,1,3,24,17,135,19,149,101
K01996,2,2,39,21,86,11,100,84
K05825,0,4,34,9,322,8,403,53
K05813,0,0,4,0,235,2,258,4
K05814,0,0,0,0,153,1,153,2
K05815,0,0,0,4,101,0,137,7
K10112,0,0,5,1,137,2,182,4
K01126,0,0,14,3,72,7,67,11
K13936,0,0,0,0,0,0,0,0
K03576,0,3,23,4,241,3,286,69
K00549,2,2,238,34,608,54,728,97
K04069,0,0,0,0,0,0,0,0
K11202,0,0,0,0,0,0,0,0
K11203,0,0,5,0,144,2,181,21
K11202,0,0,0,0,0,0,0,0
K23991,0,0,6,2,439,2,682,48
K01061,0,0,2,0,25,1,22,8
K00757,0,10,111,2,225,8,306,131
K01104,0,2,8,6,127,0,149,19
K03975,0,0,4,0,158,2,238,2
K09760,2,0,17,10,256,11,312,53
K03183,2,2,9,4,119,8,151,28
K03690,0,1,6,0,82,7,87,27
K03688,2,9,67,23,298,26,355,182
K03116,2,12,239,36,195,67,206,419
K03117,6,29,166,21,210,76,206,374
K03118,2,2,26,14,140,12,139,128
K03424,0,0,19,0,132,7,173,29
K01698,0,0,6,2,76,2,143,7
K05785,0,0,3,0,12,0,5,4
K05995,4,2,72,6,243,16,279,123
K03182,4,20,95,23,345,35,418,348
K00632,0,0,0,0,0,0,0,0
K01825,0,9,145,44,252,115,346,791
K05368,0,0,0,0,0,0,0,0
K03498,3,2,32,6,299,8,383,114
K00230,0,0,13,2,132,1,75,53
K06016,54,9,317,36,1048,62,1359,246
K01426,27,8,190,57,1465,31,2016,233
K01426,96,26,507,45,1708,89,2202,236
K03762,22,4,46,21,1422,16,2023,49
K18900,9,4,42,17,1257,11,1920,51
K01425,16,10,95,28,431,12,623,86
K00088,486,390,4458,850,4945,483,5996,3089
K01951,141,64,1104,216,2456,123,2924,703
K03486,1,1,11,4,16,1,22,2
K07733,0,0,0,0,0,0,0,0
K02040,13,19,99,34,863,26,1212,70
K02040,5,6,48,12,1580,6,2044,38
K02455,13,23,137,36,1173,13,1448,153
K02454,12,14,63,17,877,17,1413,50
K03406,0,0,0,0,0,0,0,0
K03406,76,128,502,209,1928,154,2666,1653
K09888,15,15,164,43,484,21,600,143
K03406,8,4,41,15,234,4,232,37
K20035,15,4,42,4,46,7,51,11
K00322,0,0,0,0,0,0,0,0
K04761,0,2,0,1,6,0,1,7
K22105,0,0,1,0,4,0,0,1
K00557,0,0,3,0,13,1,10,6
K16092,0,1,9,4,436,2,517,32
K01776,0,1,9,8,121,8,86,37
K04771,21,9,138,45,148,20,151,182
K01423,0,0,0,0,0,0,0,0
K03598,453,233,3238,962,4730,408,5768,4570
K03597,450,577,6143,1935,4273,1012,5677,12638
K03088,2496,4468,28693,7399,17434,7792,21983,76007
K00278,86,52,785,183,2204,107,3346,782
K19168,0,0,0,0,0,0,0,0
K03807,69,57,851,173,1242,111,1649,536
K03406,72,73,877,377,2093,161,2453,694
K03424,0,1,3,1,67,0,81,10
K03435,53,39,480,81,1292,64,1792,332
K03832,1,3,21,10,324,5,309,16
K02014,0,15,165,24,3612,18,5048,99
K03561,6,3,35,8,782,12,1018,37
K01081,12,6,29,30,1387,13,1751,51
K02014,24,12,182,28,2732,19,3881,101
K07168,0,0,0,0,0,0,0,0
K00012,24,9,178,49,1121,14,1651,93
K07264,36,16,185,45,621,23,724,148
K12963,0,0,0,0,0,0,0,0
K12962,0,0,0,0,0,0,0,0
K13014,12,9,143,44,665,7,840,124
K09945,985,1542,7047,3653,8809,3775,10273,20986
K02342,1,2,24,11,77,7,104,31
K03719,0,0,0,0,0,0,0,0
K11927,1,11,37,12,573,7,959,76
K03790,57,62,708,211,1332,157,1720,687
K10805,134,83,914,276,1168,186,1607,911
K07054,43,26,379,92,1253,41,1571,243
K02623,19,28,214,68,1402,41,2163,218
K00449,16,18,142,35,1042,24,1811,145
K06222,3,2,23,5,113,12,101,37
K00448,0,0,0,0,0,0,0,0
K03406,1,0,0,0,11,1,8,0
K15270,0,0,0,0,0,0,0,0
K08191,5,3,52,13,1364,6,1915,33
K00457,82,64,522,218,2695,142,3819,1061
K09017,14,19,205,101,312,19,327,161
K25901,6,2,25,7,90,1,88,12
K03786,0,9,27,10,497,16,627,51
K03088,7,11,79,44,828,23,1070,87
K07165,50,38,414,116,1148,68,1315,232
K16152,20,40,233,58,4016,44,5722,178
K12545,16,16,65,21,786,22,1119,49
K12536,4,4,70,16,1525,9,2099,37
K12537,4,0,52,14,1209,1,1647,24
K12538,0,2,16,6,390,1,479,9
K00557,0,0,0,0,0,0,0,0
K06901,22,35,224,68,1183,33,1460,163
K08225,13,25,156,42,445,16,600,146
K03152,0,0,0,0,0,0,0,0
K00425,84,225,1005,591,3239,393,4306,2816
K00426,2,5,32,16,147,13,184,99
K11391,1,2,9,3,68,2,80,17
K03282,19,19,128,57,192,12,259,267
K03781,50,60,553,211,2394,95,2684,916
K06867,10,4,58,4,341,2,425,43
K04485,97,69,732,179,1685,102,2134,425
K23676,537,230,4716,939,5831,453,6927,2446
K05799,6,3,27,5,122,9,145,42
K11103,0,0,0,0,1,0,0,0
K21023,320,265,3080,885,4748,446,5499,2740
K00600,0,0,0,0,0,0,0,0
K06020,235,234,1941,612,3349,226,3812,1984
K00262,156,164,1647,642,1701,293,2290,1505
K04770,187,134,1324,330,2090,197,2874,1310
K03773,112,80,1262,207,909,91,1044,799
K02523,44,39,862,101,988,70,1244,387
K06193,0,0,0,0,0,0,0,0
K02888,565,462,8853,1018,5295,466,6268,3938
K02899,1121,255,7818,799,3659,222,3333,2001
K03979,197,187,1264,491,2353,232,2915,1313
K00931,82,97,483,275,1539,188,2189,618
K05805,27,41,374,82,575,64,648,347
K02968,23,112,357,125,248,44,246,818
K03980,25,31,270,59,2417,29,3675,217
K11753,343,149,1410,481,1797,188,2240,1586
K01870,460,365,4439,1070,5488,517,6471,4209
K03101,42,21,246,75,493,29,673,151
K03774,59,39,653,75,713,91,799,518
K03527,35,43,409,88,544,62,575,529
K08084,0,0,0,0,0,0,2,0
K02671,4,18,102,20,673,18,1001,83
K02672,10,2,38,23,925,0,1198,36
K02673,7,5,114,12,368,7,528,42
K02655,3,9,20,21,133,4,184,71
K02667,0,0,0,0,2,0,0,0
K03153,0,0,0,0,0,0,1,0
K05807,10,14,105,46,995,20,1299,156
K06180,92,101,1040,354,1292,182,1669,958
K05810,38,28,404,98,899,56,1401,333
K03695,6937,10647,75856,30793,56943,29328,62876,233394
K07806,64,43,359,90,1410,40,1651,273
K10012,31,27,232,108,829,31,1121,280
K10011,126,77,870,291,2221,102,2918,817
K00108,0,0,0,0,0,0,0,0
K05834,2,1,38,2,95,3,129,14
K06938,0,0,0,0,0,0,0,0
K02012,0,0,7,1,116,2,175,4
K09012,19,12,64,41,578,10,763,70
K21470,114,100,816,314,1111,150,1326,1077
K21699,12,4,48,13,35,8,57,21
K01480,16,7,87,109,1241,19,1999,112
K17290,107,223,1346,575,1024,474,1166,3251
K02558,2,1,30,8,59,4,47,27
K03186,0,0,0,0,0,0,0,0
K21405,305,209,1977,582,2358,415,3226,2002
K07795,0,0,0,0,0,0,0,0
K07774,20,18,164,73,795,63,1151,227
K07649,3,6,38,8,408,9,603,45
K06980,39,26,258,73,1261,52,1673,211
K09159,27,54,481,66,555,56,652,362
K07506,29,17,184,43,741,19,996,120
K11249,10,4,48,43,503,8,710,23
K02002,12,9,171,32,900,34,1237,202
K01066,11,13,73,18,841,15,1184,56
K02525,35,49,234,98,930,84,1143,369
K03192,0,0,0,0,0,0,0,0
K03189,8,8,50,15,188,8,294,26
K03188,3,0,62,14,667,0,1010,31
K03187,16,3,112,20,560,8,833,66
K22105,2,4,83,8,889,10,1011,53
K07290,140,181,1191,555,2339,305,2673,2797
K07393,0,1,1,1,20,0,39,1
K15977,0,0,3,2,121,0,194,20
K05594,8,4,148,22,152,41,212,582
K25864,0,0,18,1,21,2,35,22
K03975,2,1,7,6,81,7,213,59
K19775,0,0,2,0,8,1,20,14
K08191,2,2,19,8,147,2,167,8
K01812,0,1,15,4,238,1,309,18
K01685,0,0,4,10,166,5,147,35
K07862,0,0,13,2,24,4,47,44
K01951,3,8,56,20,151,28,240,195
K22230,2,0,6,4,200,10,199,46
K07043,0,2,23,3,112,5,202,43
K00219,0,0,15,2,144,2,179,51
K11391,0,0,0,0,0,0,0,0
K00375,2,2,11,2,64,3,68,75
K14052,0,0,0,0,0,0,0,0
K00823,3,7,139,23,350,42,444,343
K00135,2,2,155,8,196,14,208,179
K00799,0,0,2,0,10,1,11,3
K18555,0,0,24,8,235,6,346,49
K22736,2,0,0,2,95,4,165,6
K07504,2,14,177,62,198,23,199,462
K03327,2,2,0,11,340,8,426,87
K03086,10,24,227,104,583,105,692,890
K03649,0,0,0,0,0,0,0,0
K02316,72,248,2032,273,2437,355,2420,3057
K02970,8,12,227,30,78,52,158,455
K25706,0,0,19,6,110,16,149,58
K08591,0,0,2,1,6,0,7,3
K01633,0,0,21,1,122,2,152,26
K06153,0,0,7,3,260,5,352,35
K19163,0,0,4,2,9,2,6,10
K19164,2,5,44,13,96,10,124,164
K00427,0,3,82,11,337,6,534,54
K14348,0,0,14,0,61,0,74,4
K00974,0,0,4,0,5,0,9,0
K00101,0,0,0,0,0,0,0,0
K07184,0,3,12,18,127,18,185,75
K18446,4,6,82,12,291,17,376,125
K00982,10,2,74,16,437,30,551,151
K03272,7,10,169,25,357,49,369,284
K16263,1,4,17,2,302,10,333,61
K09806,0,0,5,0,19,0,9,15
K07238,2,5,26,10,37,34,38,83
K02858,0,0,0,0,0,0,0,0
K15777,0,0,12,0,41,1,33,23
K02529,0,10,41,20,147,12,149,291
K01809,0,10,4,14,275,14,344,130
K17467,0,0,0,0,1,0,1,0
K06859,0,0,1,1,9,0,8,7
K06859,0,0,1,1,22,0,33,14
K00005,0,2,88,0,200,26,285,121
K05878,0,0,15,5,163,4,219,12
K05879,0,0,0,0,0,0,4,1
K05880,0,0,0,0,0,0,0,0
K05881,0,0,0,0,0,0,1,0
K12340,0,1,14,8,252,5,321,42
K01515,1,4,23,9,185,8,238,78
K09920,0,1,15,4,67,3,83,39
K03651,6,12,104,24,190,47,235,348
K07000,0,1,10,8,159,8,209,63
K02622,4,8,74,32,244,41,282,272
K03923,0,0,6,6,90,1,173,21
K02621,10,2,83,23,379,38,392,136
K00655,1,3,49,18,188,22,206,110
K04753,1,1,13,6,88,7,126,44
K03783,0,0,6,0,233,0,331,5
K11537,0,0,0,0,62,0,98,1
K03457,5,4,128,24,284,46,410,325
K03710,0,2,40,15,195,5,211,121
K08308,0,0,0,0,0,0,0,0
K06221,0,2,5,11,70,12,76,55
K12957,6,20,256,26,343,25,392,540
K08325,0,8,129,12,222,22,367,238
K07127,0,0,4,1,7,0,10,2
K11477,15,6,44,15,841,8,1092,33
K07665,20,8,156,33,939,32,1295,158
K07644,7,3,84,16,233,6,325,73
K01974,47,19,315,68,1256,41,1782,103
K07074,25,19,181,36,669,42,822,103
K24206,11,8,91,46,1459,27,1849,106
K01273,122,59,1736,211,2080,116,2551,1191
K06966,16,9,87,24,145,14,247,111
K12410,19,66,180,110,801,72,1103,526
K01003,10,4,59,29,585,10,895,103
K01591,0,0,0,0,0,0,0,0
K00059,234,53,1541,169,1275,122,1697,654
K03406,204,75,1439,206,1472,168,1406,934
K07126,0,0,0,0,0,0,0,0
K07126,0,0,0,0,0,0,0,0
K13821,38,5,213,11,328,7,310,65
K11928,141,29,982,107,2719,21,3405,383
K21959,7,8,131,24,840,11,1052,101
K05520,13,14,209,46,482,27,563,158
K08988,9,3,47,24,626,13,1051,63
K06872,18,12,244,37,447,38,588,144
K06872,74,41,349,83,869,50,1176,221
K02004,16,9,112,24,275,12,323,79
K18346,24,5,123,18,416,26,498,113
K03810,0,0,1,1,19,1,16,3
K09915,3,0,20,3,123,10,134,72
K03790,2,2,43,9,118,7,179,81
K08162,2,2,4,8,252,10,281,49
K03675,0,0,14,7,151,8,157,71
K03688,1,4,47,7,246,24,247,159
K04477,0,2,13,3,54,8,59,52
K12972,3,11,32,10,169,31,212,180
K11216,2,10,59,13,469,12,453,177
K11531,2,0,22,4,254,6,346,54
K10558,0,5,24,10,260,8,375,93
K10556,0,3,7,4,161,3,261,17
K10557,1,0,8,2,234,8,374,35
K10555,4,0,19,0,256,5,302,41
K08321,0,0,0,0,13,0,9,4
K15532,0,0,0,0,0,0,0,0
K16210,0,1,5,0,176,5,274,23
K11530,0,0,0,0,0,0,0,0
K21742,0,0,6,4,248,6,324,14
K03779,0,0,0,0,143,2,264,2
K03780,0,0,0,0,162,0,260,2
K11106,0,2,2,0,411,0,648,27
K18967,0,0,5,3,111,3,227,18
K03321,2,3,10,8,222,9,331,35
K01627,0,0,0,1,2,0,3,1
K02493,0,0,1,2,11,2,10,3
K02835,0,5,6,0,50,3,76,18
K02492,0,7,18,10,185,9,165,131
K02494,0,0,6,4,106,6,159,27
K00919,3,3,57,11,224,16,191,118
K00948,5,23,155,40,304,52,376,533
K01056,0,0,9,6,64,11,78,82
K06942,2,16,140,26,280,55,289,359
K11527,2,0,37,9,343,4,502,164
K04757,0,0,0,0,0,0,0,0
K07315,0,0,0,0,0,0,0,0
K00688,3,3,16,2,164,1,232,27
K04749,0,0,0,0,0,0,0,0
K12678,8,15,396,18,807,53,895,522
K08363,0,0,0,0,0,0,0,0
K03406,3,8,67,11,404,23,535,86
K02839,0,0,0,3,37,1,36,4
K18148,0,0,10,0,90,5,89,33
K21936,0,0,0,0,120,0,193,0
K00266,4,5,76,10,372,11,481,45
K05796,0,0,0,0,0,0,0,0
K11904,0,6,20,10,406,8,593,86
K18540,0,0,6,1,19,2,10,10
K24206,0,0,9,2,140,2,204,36
K17214,0,1,7,1,234,0,263,17
K13694,0,0,0,0,0,0,0,0
K17215,0,0,6,2,232,5,303,41
K17213,0,0,4,1,338,2,507,13
K23779,0,0,4,1,153,4,140,12
K03502,1,8,11,6,242,7,292,84
K03503,0,0,0,2,85,1,105,7
K05984,1,10,21,9,126,18,182,164
K22278,3,4,79,46,1568,14,2060,60
K00140,56,12,830,81,892,57,1114,2020
K00822,1825,620,17612,1992,19711,1836,25054,33483
K21699,10,18,151,80,1404,32,1897,240
K16345,29,19,88,19,1663,24,2045,97
K03546,18,9,211,61,715,31,860,97
K03546,0,0,0,0,0,0,0,0
K03547,20,38,171,49,1016,26,1203,151
K03406,183,385,1776,711,2574,522,2857,4094
K17737,0,0,1,0,8,0,7,6
K11414,1,1,25,7,19,3,21,17
K01028,143,662,757,1388,1117,1367,1314,1771
K01029,71,185,826,1429,985,389,1326,2175
K00626,79,207,721,816,900,420,1237,1810
K00075,0,4,15,13,96,11,148,34
K03524,0,0,0,0,0,0,0,0
K00867,0,0,2,0,9,0,4,10
K19113,2,2,39,14,73,6,84,199
K18201,1,1,2,1,25,1,23,5
K23514,5,10,53,41,300,17,367,89
K07165,20,38,129,39,544,41,737,128
K07794,0,1,9,5,356,2,552,5
K07793,12,8,101,23,1473,22,2180,43
K07120,6,5,54,11,330,12,532,23
K03648,3,0,54,16,143,5,158,36
K01695,0,1,8,1,31,4,46,14
K01696,676,548,5281,1462,7686,906,9785,5511
K03566,48,29,335,78,914,40,1014,276
K05594,0,0,0,0,0,0,0,0
K09165,176,420,3472,1036,2329,525,2477,5979
K06136,69,50,710,110,1628,89,1795,242
K00138,72,86,1116,399,1719,197,2352,541
K01972,68,117,734,223,1320,186,1719,1301
K03529,654,744,4764,1944,4479,1142,5335,8646
K03528,0,0,0,0,0,0,0,0
K13481,79,230,874,529,1434,471,1754,2060
K13482,90,84,993,371,2783,244,3967,1131
K07402,37,53,360,130,806,108,1092,402
K01487,42,16,250,74,749,47,1070,234
K05799,21,7,167,59,992,26,1567,163
K05782,21,30,198,94,1132,35,1342,348
K09923,0,0,0,0,0,0,0,0
K07259,0,0,0,0,0,0,0,0
K12297,105,142,1264,344,2592,178,3139,1176
K00254,204,465,4897,1221,2748,369,3270,9838
K03812,0,0,0,0,0,0,0,0
K22067,20,12,225,71,1281,34,2085,91
K07183,0,0,10,5,239,5,355,17
K02575,3,4,20,10,884,4,1310,17
K20074,8,2,55,17,1437,12,2033,46
K00362,4,10,63,15,2543,14,3499,73
K00363,0,0,2,0,176,0,215,1
K00372,51,29,534,109,2033,37,2744,381
K03286,6,14,164,46,79,19,102,171
K02303,0,0,0,0,0,0,0,0
K03088,1376,4030,30220,6582,11117,4872,13475,41529
K16074,178,165,785,432,1270,178,1622,1306
K01007,47,72,701,194,1475,103,2130,728
K02553,0,0,0,0,0,0,0,0
K09773,0,0,0,0,0,0,0,0
K01720,94,109,566,214,747,206,1087,1251
K07790,0,0,0,0,0,0,0,0
K20455,180,52,1255,174,2139,106,2400,553
K09788,0,0,0,0,0,0,0,0
K01659,270,83,1654,288,2416,144,2963,825
K03417,345,130,3027,494,3141,182,3478,1408
K22293,189,179,2306,333,2363,130,2907,1343
K01665,20,18,139,55,627,22,1075,174
K02203,4,14,130,33,167,12,150,75
K00390,42,106,765,237,1575,160,2286,1154
K03457,7,1,170,34,1548,35,2222,143
K16841,0,0,0,0,0,0,0,0
K00059,8,9,50,11,121,21,160,99
K17623,6,5,43,5,102,11,104,38
K03469,0,0,0,0,0,0,0,0
K00655,0,10,61,31,700,7,1046,90
K01782,129,241,1737,821,2299,399,2994,4358
K03284,0,0,0,0,0,0,0,0
K22314,0,0,0,0,0,0,0,0
K00626,158,62,879,202,1383,125,1970,401
K06940,0,0,0,0,0,0,0,0
K03286,185,239,1631,663,1971,435,2282,2737
K03522,140,78,668,260,1252,152,2122,594
K03521,574,454,4501,1261,5870,747,6843,6725
K00311,300,258,2519,957,3645,627,4797,3535
K01223,4,0,19,9,231,11,320,124
K03488,0,4,43,11,179,13,173,169
K07240,7,0,21,2,72,9,72,55
K07240,1,0,10,2,115,1,92,32
K01607,0,1,0,1,50,0,38,3
K07506,2,2,32,29,147,10,192,181
K05515,0,0,4,5,450,0,707,22
K06887,0,0,2,2,18,1,12,1
K03587,0,0,0,2,121,0,166,6
K03286,0,1,0,0,5,0,4,0
K00997,0,0,0,0,107,0,139,0
K00059,0,0,0,0,131,0,190,2
K02372,0,0,2,0,73,0,98,0
K02078,0,0,0,0,47,0,74,0
K02003,0,0,4,0,95,1,114,0
K02004,0,0,2,0,231,2,278,14
K06887,0,0,0,1,6,0,1,2
K15976,0,0,0,0,0,0,0,0
K03435,0,0,4,0,31,2,54,17
K00039,0,0,7,0,76,3,63,15
K00875,0,0,14,1,117,3,171,20
K17850,0,0,1,0,12,1,15,1
K01478,0,1,10,10,41,1,36,56
K17836,0,0,0,0,0,0,0,0
K03758,5,19,245,47,340,85,559,349
K03315,0,0,14,1,163,8,175,23
K05349,1,1,38,8,361,9,459,91
K03292,0,2,4,0,191,2,259,16
K07301,1,6,14,14,250,8,258,69
K19595,0,0,8,1,123,0,149,31
K19594,0,4,21,1,531,2,689,37
K19593,0,0,2,0,149,0,204,4
K17686,9,142,460,238,578,434,809,2199
K19591,1,11,37,8,76,19,90,208
K12151,0,0,0,0,0,0,0,0
K03790,0,0,6,0,189,3,279,37
K06177,0,0,10,4,45,2,46,32
K06998,0,1,6,3,82,1,113,14
K01467,0,2,6,2,127,4,135,26
K22549,0,0,8,0,98,4,159,28
K21061,0,0,41,0,120,5,166,45
K22550,0,0,0,0,0,0,0,0
K12658,2,4,86,3,243,7,331,106
K21062,0,0,77,2,201,4,277,94
K13877,8,0,94,4,310,0,194,182
K13609,0,0,88,6,292,14,386,152
K00836,2,5,36,7,238,26,266,117
K13745,6,2,40,4,108,12,125,83
K18650,0,1,2,2,93,2,106,11
K15977,0,0,0,0,47,1,36,2
K07347,0,0,1,0,22,0,20,0
K07345,0,0,2,0,128,2,75,2
K07347,2,6,46,8,318,10,370,155
K15540,0,0,0,0,0,0,0,0
K07345,0,0,2,2,103,0,93,12
K05802,0,8,27,1,209,15,283,135
K07727,0,2,4,0,34,2,55,23
K16078,0,0,13,6,126,7,200,98
K02355,14,30,283,36,714,88,1019,692
K03549,0,0,16,0,138,9,224,67
K07506,0,0,0,0,0,0,0,0
K01066,6,2,45,2,240,18,288,113
K22041,0,0,2,6,111,10,157,50
K12944,0,0,0,0,0,0,0,0
K16329,0,0,8,0,189,3,119,1
K16328,0,0,8,1,22,2,30,9
K01284,0,0,17,2,327,5,309,48
K03829,2,1,12,9,147,7,116,32
K19270,6,0,66,6,185,10,313,25
K23107,0,4,46,2,192,4,283,91
K16066,4,5,77,15,83,16,85,84
K09771,0,0,0,0,0,0,0,0
K00428,0,1,82,5,421,8,445,118
K03281,0,2,8,2,92,4,190,33
K01935,0,0,0,0,0,0,0,0
K15545,0,0,1,0,65,0,100,12
K21757,4,13,78,14,227,35,300,275
K08224,0,8,25,22,161,8,169,71
K07038,0,0,1,0,292,2,392,11
K10748,0,2,7,2,55,6,75,76
K02495,0,1,11,12,149,6,179,126
K01679,1,0,39,0,168,3,176,47
K01809,0,6,6,6,250,5,235,68
K03566,0,0,0,0,0,0,0,0
K16136,3,7,45,6,364,14,431,88
K02791,0,0,16,4,282,10,330,41
K14155,0,2,2,4,127,2,219,34
K12945,0,0,1,0,30,0,28,1
K01488,4,0,10,3,137,8,221,28
K14347,0,2,3,7,69,2,101,39
K16044,0,5,35,11,158,19,215,108
K02099,4,15,58,26,191,49,327,267
K10538,2,8,17,3,96,10,110,138
K10539,2,5,25,2,199,13,299,24
K10537,0,6,22,6,176,13,189,30
K00853,0,0,8,0,210,3,278,11
K01804,0,2,24,2,255,4,300,28
K05350,0,0,25,2,207,10,370,48
K03617,0,0,18,2,86,4,122,52
K03616,0,0,0,2,62,2,81,15
K03615,0,8,10,6,142,10,194,64
K05804,0,0,0,4,77,3,88,32
K03614,0,4,23,4,235,8,246,41
K03612,2,2,8,4,85,2,90,29
K03613,0,0,17,1,122,3,252,29
K10773,0,4,8,7,118,6,197,48
K03305,2,2,22,2,253,13,329,94
K23779,0,0,2,0,15,0,11,7
K05782,0,0,0,0,36,1,70,3
K04343,0,0,0,0,0,0,1,0
K09022,0,0,0,0,0,0,0,0
K06950,0,1,11,1,62,4,63,53
K01714,3,5,31,2,66,2,99,35
K01866,0,1,5,0,16,1,11,23
K00799,0,0,0,0,0,0,0,0
K00275,0,3,65,39,141,21,180,187
K09001,2,15,77,16,237,36,251,229
K06077,1,2,56,6,64,7,71,108
K06075,0,0,7,2,23,0,45,16
K04565,0,0,1,1,3,1,3,1
K21698,0,6,43,20,133,9,140,110
K06938,0,0,0,0,0,0,0,0
K07118,0,1,37,8,107,2,133,44
K03760,0,1,8,2,369,6,447,57
K16137,0,2,27,21,99,14,109,66
K10680,2,2,20,22,154,13,224,130
K01759,2,5,75,8,100,16,136,132
K03683,1,2,30,6,62,9,45,81
K07390,0,0,1,1,9,2,6,4
K19303,0,5,26,16,222,16,303,142
K04564,2,16,409,31,488,40,465,533
K03604,0,1,7,1,63,3,104,13
K00574,11,43,166,101,272,94,332,916
K00793,2,5,62,11,91,26,118,216
K03327,2,4,32,12,234,13,353,195
K00873,4,12,160,29,185,50,280,349
K19236,0,2,9,1,43,2,39,60
K06078,0,0,0,0,0,0,0,0
K11717,3,6,36,15,134,24,221,147
K02426,0,0,0,0,0,0,0,0
K09015,0,13,41,8,156,56,210,200
K09013,0,0,2,0,2,1,8,2
K09014,2,15,96,20,179,31,289,336
K05997,2,29,57,22,132,33,176,344
K07347,1,0,1,0,119,0,147,2
K07346,5,12,25,3,266,19,336,106
K07345,7,2,33,7,241,6,329,77
K00114,71,5,245,8,156,16,218,58
K02030,70,47,673,312,1092,178,1650,368
K17226,62,60,392,144,846,136,1231,221
K05555,31,14,256,93,738,48,976,152
K02073,12,12,106,28,1126,15,1316,50
K02071,12,15,135,38,1022,2,1490,28
K02072,0,0,0,0,0,0,0,0
K00382,3,0,27,10,145,2,179,25
K03119,0,0,0,0,0,0,0,0
K03446,8,19,59,65,1138,38,1340,305
K00045,15,7,54,11,236,12,348,37
K10111,10,5,91,38,1005,9,1372,66
K10229,20,6,151,42,509,19,697,108
K10228,2,3,47,26,956,8,1270,46
K03106,477,365,3245,844,3021,569,3635,3163
K23536,0,0,0,0,0,0,0,0
K23535,0,0,1,0,10,0,24,1
K23537,9,4,61,9,1001,14,1400,23
K09017,17,14,138,31,412,25,534,106
K07335,1,0,1,0,30,0,47,1
K07300,2,0,0,0,210,1,217,1
K18456,21,30,276,50,2269,29,2819,232
K00301,12,4,77,24,262,9,329,48
K00425,11,7,93,20,1786,12,2124,161
K00426,2,0,7,0,58,0,125,8
K07223,0,0,0,0,0,0,0,0
K03719,10,43,292,69,1115,52,1488,448
K07687,0,6,65,22,654,4,706,66
K07679,36,19,210,72,3140,36,4133,146
K21712,4,2,71,12,1627,8,1892,64
K21712,11,3,81,24,1839,10,2169,141
K12262,0,4,8,0,360,0,490,3
K02452,4,2,27,12,441,13,605,23
K02453,6,6,38,8,1373,11,1726,62
K02454,6,0,50,13,868,4,1126,29
K02455,10,12,84,26,1086,16,1638,52
K02456,0,1,3,0,418,0,731,13
K02457,1,0,5,4,193,1,256,2
K02458,2,1,14,8,189,0,161,9
K02459,4,7,13,4,234,1,260,13
K02460,15,1,58,8,465,12,739,36
K02461,5,6,41,20,402,17,455,72
K19416,21,47,193,97,162,76,177,929
K02462,0,0,0,0,0,0,0,0
K03791,8,4,36,7,220,5,248,33
K07741,49,44,438,104,936,46,1194,649
K06909,16,10,149,44,1207,18,1743,124
K03497,51,67,805,152,1263,122,1635,1020
K06899,26,30,303,75,936,47,1202,334
K14977,3,10,108,16,165,7,207,122
K15896,0,0,0,0,0,0,0,0
K06872,36,7,285,67,1011,27,1351,238
K00003,0,12,63,12,848,9,1015,33
K03566,6,0,59,7,445,12,556,51
K16235,36,28,293,66,1063,79,1417,275
K03558,58,77,467,172,951,83,1049,778
K00764,244,325,3157,775,3190,453,3947,3656
K10764,375,178,2231,603,2113,240,2535,1333
K10125,40,21,540,70,1788,35,2585,205
