Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
4370a13ed9c7406106354d5222ec782b,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.8166639609
be04f185ff255be5b576c0610491bfa5,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7315517632
07297af818450a3106cb634105be2c46,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,0.8356001648
5fd072b6fa1cc926d813bf19e063f19d,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9935321724
f5406cbc01143c53a52d1959e3812bf8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,,0.8248457868
c59da2bb3595a10ac92246d09da37c81,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,,,0.9889791666
61b57cc96259674d785906d6d93200d1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.8014015084
2761b94317c6c4130d7f478b6952efd6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9751719058
6a8e8ca288fcf7291c22087b286630b9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9383382484
904b5f5c8460625cabbe4d9ba3db747b,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9918625914
783ea58c5be692529a022944ba9c2bf0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.997329568
eb19eef62c8498379a19f8b7f62db816,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.8886516541
496d102be3726dc86491534c67570b4b,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,,0.9901929657
b06933d3795ce09c5ce8d71757788240,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas,,0.7191174687
f46ccaadd41353549e954e6d72866d95,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,0.9568208396
f5bfd0bdd9b0623882e6d8eea4b87dd0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.8885102071
5e8f4391f239db4f0993bd9fa6aea65f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9981947723
d0b12ab31b313551ff16dca6b2750a24,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.7956570909
517f857fa30db0f8d87bb70d43fa8eba,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9991633235
8d63c397cad9b531361d15949768ee90,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7446358601
a79056899e78a133d2662737166c4a5b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.9540270983
6f7f37977198072892ad26eb0b2c5e52,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9955643765
e9c70d2d76e1d64d8ea86573f2ec8c9b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9427140771
c8ee52cd9a779100e9d1f6f189ce417e,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.8343681674
720a9037cc48e6206f0cb4c6c1449da4,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8481991131
70250f701d5a8db0fed071844f2d6c96,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9116092297
04912bec20cdb82b14121fafd2bb631b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8480081846
a0a066972dedbbbc4dd5b1482a39f72b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.8027879823
26a949c38e01fa8fe02f7c6d0e6de5e6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9476947012
8dfa9e284e9acb59297a3865d4dde09b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7714865102
e9b14dc1059610dcdfbc0fe0811c2f70,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,E1B-B3-114,,0.8078564075
169f2b227021c0a6e3f07d6adc18b2a6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,0.7178561012
5bd1e450e46109c881d6643ef0aa7c28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.9268985054
4a93b228f3f09e0cccd44252974c5eaf,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.8704962625
a12715088997ed5aa47bf187a0c55440,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9154841034
6516d48c18ecc90cf883709be686a0ca,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.8226536014
e4b278e99afbd9997e4cad0035abea44,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9962204248
10eb523b85efc4c774937abc4e449e50,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.9879342724
14cadc578d790c6b0eae0f4bc44ad5f1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.7651035192
7d8f18fa159e295e003036195dce412a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.8011166833
81898d41255eaf3a39c350391dfb5204,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.925406047
d2fc246f41a69b474e4d4aaae3afcd44,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9377603662
e0fe8b6c077f5a650c34f1765fadb97b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,,0.7524680607
50046e2612feb518e10d2b9c3e5ee0d4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9797810951
b7d9ad9b3a0a85893dffee68323785c6,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9919114506
b7d380273cd3c96b12e598eebccda43f,Bacteria,,,,,,,0.9997494019
fea06c7a47f503a0ba01af2b39c0e3ec,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7393515465
5c62257f6d20df4e71a682324a5c5c69,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8727434496
dfa2e76e0a9c05f53160aaa0730d1ecc,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7274246482
1760370747b70969da15a97a5676a32f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.8181699959
a92665e6893e4d2960b4af1189d86dfb,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.8623953212
486bccf3e77898307de17e8ae10ae7a4,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8536949548
ff99f4a005a32ba8e924ffa63ade76c9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacterales,Enterobacterales,,0.7218135755
2ad780a74158ebf2711633f1051ef64b,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,,0.9156702654
4f1f0193cd2283bc653c1667a451d062,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9907709195
3f182c4ff8652557df08996d78f0ac7a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9933030171
68c229b6caf7e93021abd8f1729a70dd,Bacteria,,,,,,,0.9978575154
4571493e12ed36628f526ad1918119dc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9999743955
0fbe54e967622bc24a9a5847cafeffbf,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9884271318
1f95a7e89b4d4e2749d7c4ab6dcfaf8b,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,,0.998279533
2c62a2b9d8e96a03ff75c6194511ce21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9001335041
c56690922acc2b32a5574d2b740fafa8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.7880472875
17d6975e365277154dacf759194882f2,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9169737394
15755ba0a06cf56c0b503be2f7e10a57,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.7858426924
0b77847037334be4d702d182645e84a2,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9928698862
e728d963bcd623a83b6cf9544ddfc88f,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9883101673
4c2ec35c2ea4b4bceb3465bf74d6fb18,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9921906018
032519ac6c7587cec054dbfe0c3034c6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.7921578971
ff8d7fc302863740bf49251b09141dac,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.9920385114
a871ad65d4bd7faa96918479e2cfb51c,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9934541364
6eebb2dfcc6356cbe1ab2b29560ed2dc,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9200762151
eab258c7dcf01c911a3c7dcc23167a80,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.8643632263
8488f3ebe3247a9b82cae2487def84b8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9999173551
17d44cae7c952509093431588ab573a0,Bacteria,,,,,,,0.9977790242
6d2e80574c67cffedd54ee248c462260,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9104224704
52a334cd3e5a49d006cebd652266c5da,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,0.9587863968
ede4a4f9e5511687a8a07aec4adc4178,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,0.8615090502
59bd35e328de08f5147da301dc82919d,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9609520143
0e8820bb0addb036ebedbd61d83b21a0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.9501299114
876186bc478a4bda95ab20bdb90bb7e4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.7906911549
8440ae59692d62e640f240d4d3358476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,,0.7811952548
6c6b290d6020cb34004b640fe9c336a1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,0.9541183701
4dbed30c335c8e258089c8529dc639e7,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8279988929
7797c4d70e05fa4b2e4dce0c6a303df8,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8775905693
7ba72facf2864c2a1cff5a8565e4ef7d,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,uncultured,,0.9836083671
9829f87fb54af2200823bb46070ff507,Bacteria,Proteobacteria,,,,,,0.7029844215
1583277ef304784d39fed704232dc7e7,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,uncultured,,0.9939538117
58a1783db61f7787336c01c4d7c89e3c,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,uncultured,,0.9889231662
310226129f63b74f09c3e9eb49d361a2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.9915153858
7499758750095d0a248d99bf34ea7487,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9844872813
5cd8d0a436702c21f3ad20d2c078e5e5,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9726176922
ff937faef04d121f21b6b9c86f0f82b8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.9860189949
6473df80841f1f27f919aa226c6db29e,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.9578049462
92e418da51befeaa16e6a0cacfa4a41f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,0.9804215446
ecddea0a9a36c90ff5d5bf461ecc415b,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,stricto,0.9920394423
df8852b873754ed4b6975d85247d22e6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,0.7113290887
6c8fc7f34f5493d6f973a38827523695,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,0.990161699
dd3f0be6bccf41345e17ca163433ce05,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,0.9518494513
7072912c03b6c8ec9b7aef9362f5416b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8365719707
088932bf4882acc0528513c58b131938,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,,,0.746585312
f002691bbdedff0257e20994100f3f88,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,0.7015999229
e5c8a7a3a7412d0d06828918c127f879,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.9497471304
c9e0c9e84e62bf7600a0226da4320a19,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,0.9874183228
6fb2232475b2d1e43c8da96ad8fa853f,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.945696095
50e92dc95793803d5e29320799bec7c8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9655080471
21629242cdc02b0aaedb78e8ea84d4f1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.9190592555
f7ed6936ec66a69c7a1f63a3737dbda4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.92637484
6584e995753268a7e712568ee330c61f,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9851458795
0f5faebc5a821bbd8fbb8c7987eda3f9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.9359140366
8ad5868935e7718d7f759c8a93ceb69a,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7491706905
16b20277093235ede472a9e6ffcb35d5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.9982914869
d1ef10993e9ad8123a1f1310bad00e81,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.9976087386
5f10eff0cd247f79b8366fc367e63242,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9482276088
7299d35d81a44f29fe7e8aa72aa04b32,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.8834846922
68e94bbbac009196984a175ae5658038,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.9446165344
adb813b8aac6534a19b98e0f7b8ab90b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9934756488
ddf3422b7cf4874975b39bafc8ae58c5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.9998989261
c6f2465d93447929904f51c709ee16d3,Bacteria,,,,,,,0.9994360424
134d093813a01702782c14628f4f805f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,,,0.9995028133
477e00aef006fd11277e002d9e0114f5,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,0.976836785
5ae6e5099c88b9602ed5646a44941005,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8524511653
45036b6f430bf3a7bcfceff0cb7f2481,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8842179399
6ee4eddda8abb5291e01ad6ac4de233b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.7675142148
ede570ca4acb5e3d1d92f6e454d99c38,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7387488458
a321b7997141ce935928f2f2019e30b4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,0.8880350377
9ffca58e241db8ee94825c1cd710972a,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.8026726137
0f75a307d6a6f573e8a6a71de0fb224f,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8402585554
11c976329fc1b8d86e0a2ff647e7e0b6,Bacteria,Elusimicrobiota,Lineage,,IIa,Lineage,,0.8684999855
19be4948aed1024f8efdb72078452239,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9884839203
dde8d6003fe6264624593738a5c888e7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,0.9312687021
d161e7d8afadacc8e96e1f8896a228ae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9528013116
36a3850bee7eb95d1f1ee5984a2c2a4b,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Nissabacter,,0.7616815784
fec72b38ad3a2adc2228c717859cf292,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9526765515
a1e4f198ea15fc9ca61b6458b5dfcb01,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,0.7426369826
425053d2655819369ad09889ecc610e7,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.7013297692
42d8bd7d553d6b52b02dbef5903bc35e,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.9657276134
365122116f1c9ea3b305ca2338d8c419,Bacteria,,,,,,,0.9999084028
aecd282aaafa930a63f5f49d761eba98,Bacteria,Bacteroidota,Bacteroidia,,,,,0.9470637285
e59087468f6263ed160c6fdbdefb7bda,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,0.8591898581
4fec9d8dcb8c6f4a234d64760fba27b6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.965998343
e578f0bb75e7c784818bd0bbc8336574,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.8572056017
fc187add5c507473faf26233c9af8256,Bacteria,,,,,,,0.9994200835
1e1c577a5cca6834f66c517bb708e816,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9253384102
d1c6e4d628f41f173fe285961f40606a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,0.9375567375
80816c6e378471b98d1a928c731a3624,Bacteria,,,,,,,0.9959695527
8a0540f231302a0be7344975ae2f5356,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.9091197741
55eb9fcf87f35dae07bf3d63c3da1976,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.7380418844
a1c0b3d8e7456cfc036d60ca169b896b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.8297582866
d9260b962c9387844dca74464624ed3c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,0.7235356711
647a210575beaac838352d6549aed672,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,0.7009847978
5502087af067a99f72bfa27e7976af90,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,0.9586214034
